taxa,Tissue_type,Site_Abbrev,Box,Collection_date,C12_0,C13_0,C14_0,C15_0i,C15ai,C14_1n5,C15_0,C16_0i,C15_1,C16_0,C16_1n7,C17_0,C16_3n4,C17_1,C18_0,C18_1n9t,C18_1n9c,C18_1n7,C18_2n6t,C18_2n6c,C20_0,C18_3n6,C20_1n9,C20_1n7,C18_3n3,C21_0,C18_4n3,C20_2,C22_0,C20_3n9,C20_3n6,C22_1n9,C20_3n3,C20_4n6,C23_0,C22_2,C24_0,C20_5n3,C24_1n9,C22_4n6,C22_5n6,C22_5n3c,C22_6n3,Omega3,Omega6,SAFA,MUFA,PUFA,Total_FA,matrix_id,site_matrix
Bolus,whole,LL,409,5/25/10,0.902082666,0.134454009,5.317277581,1.024580975,0.184341844,0.156063185,1.233737161,0.241972257,0,46.6077283,28.63482994,0.907307808,0,0,6.798825405,0.257201415,25.63033646,25.07118703,0,5.515718112,0.603821208,0.922256478,1.696184811,0.122410224,6.890884099,0,3.771470324,0.385290518,0.556889185,0,0.321598042,0.224096155,0.528273778,2.719791794,0,0,0,25.36733382,0,0.461275349,0,0.565910832,0.758973576,37.88284643,9.940639775,64.61733018,81.79230922,48.20877672,194.6184161,bolus,LL _bolus
Bolus,whole,LL,410,5/28/10,0.062051325,0,2.185284537,0.414697698,0.083469185,0,0.275024402,0.162067496,0,17.37016986,5.483564392,1.094554765,0,0,8.612012671,0.058536532,11.18419473,15.25989671,0,7.700811094,0.537333181,0.628312693,0.255526114,0.14956751,6.545905478,0,2.087756777,0.228350084,0.341340702,0,0.200792383,0,0.249548585,3.737055737,0,0,0,14.87960932,0,0.560952504,0,1.091415819,0.387319234,25.24155521,12.82792441,31.13800583,32.39128599,38.29782971,101.8271215,bolus,LL _bolus
Bolus,whole,LL,417,6/1/10,0.243273267,0,0.982217469,0.261168333,0.084882374,0.042884642,0.934366605,0.136622933,0,13.14108945,2.463508712,0.871572574,0,0,7.100505294,0.163349755,7.840251365,7.904809672,0,7.857844888,0.631787407,0.45861689,0,0,8.391071019,0,1.382395183,0.317955562,0.468056033,0,0.215833345,0,0.46798898,3.270444695,0,0,0,8.989450551,0,0.380001526,0,1.230040492,0.440585742,20.90153197,12.18274134,24.85554174,18.41480415,33.40222887,76.67257476,bolus,LL _bolus
Bolus,whole,LL,412,6/4/10,0.45510445,0,2.271969722,0.221283562,0.072361058,0.060120995,0.206071642,0,0,12.77090329,3.310568486,0.818554334,0,0,6.644086903,0,6.63669722,8.315332086,0,6.168359788,0.69700623,0.537537176,0.292276137,0,7.903345975,0,1.223602604,0.325730933,0.530609263,0,0.289508708,0,0.410403152,2.766098524,0,0,0,9.779524719,0.213409601,0.462957179,0,2.440617166,0.373360496,22.13085411,10.22446138,25.23177289,18.82840453,32.68104642,76.74122384,bolus,LL _bolus
Bolus,whole,LL,419,6/4/10,0.232246363,0,1.070749136,0.298794882,0.124740185,0,0.281626262,0.17383912,0,11.51184635,3.819722115,0.999252773,0,0,6.611477131,0.13138924,7.352181771,11.92445266,0,4.51559749,0.682324226,0.554936638,0.337919511,0.125928093,5.124729597,0,1.146319457,0.376040477,0.500362344,0,0.286900581,0,0.42550404,3.594853885,0,0,0,12.64023628,0,0.325571688,0,0.470910605,0.624551371,20.43225135,9.277860282,22.48725877,23.69159339,30.08615211,76.26500427,bolus,LL _bolus
Bolus,whole,LL,413,6/9/10,0.201846147,0,1.725174848,0.380232344,0.103743009,0,0.397356495,0.198783954,0,20.82430842,5.531527069,1.381339408,0,0,8.423697714,0.205914939,15.47762343,9.488146266,0,7.030755624,0.68892394,0.472074115,0.292829432,0,13.53906608,0,1.245210372,0.397062979,0.582065605,0,0.264921818,0,0.494951459,4.407968353,0,0,0,13.93215469,0,0.385102107,0,1.010103782,0.433115546,30.65460193,12.56082202,34.90747189,30.99604113,43.61248693,109.5159999,bolus,LL _bolus
Bolus,whole,LL,414,6/14/10,9.015464257,0.100351023,7.652781547,1.192680785,0.467147119,0.310733077,0.63353512,0.258364055,0,20.57366849,12.59793963,0.847368651,0,0,6.643659349,0.159655083,12.91088968,7.468370452,0,12.00567817,0.554529771,0.56762894,0.630771085,0,8.355268614,0,1.102822264,0.325182857,0.580913604,0,0.993907493,0.459093505,0.176424347,3.508019116,0,0,0.340587804,9.694561709,0.927069092,0.343569571,0,0.901060898,0,20.23013783,17.41880329,51.0571248,35.4645216,37.97412398,124.4957704,bolus,LL _bolus
Bolus,whole,LL,416,6/14/10,6.703314568,0.08059678,6.20331516,0.742915955,0.267190866,0.553812144,0.90947793,0.233452748,0,19.35809906,13.53113405,0.636919211,0,0,6.095542826,0.135277648,11.79972089,6.123450148,0,12.29568172,0.579371492,0.500196575,0.559711428,0,7.078770776,0,0.999667077,0.30428064,0.535910635,0,0.844053978,0.386216171,0.18019573,3.297718192,0,0,0.378537845,8.288040232,0.740492028,0.400822835,0,0,0.18697431,16.73364813,17.3384733,44.56074209,33.82981451,34.37640207,112.7669587,bolus,LL _bolus
Bolus,whole,LL,402,6/16/10,4.607990322,0.114373993,6.323821244,0.70500438,1.175749889,3.463743963,0.479937495,0.244283585,0.041339104,17.19398798,13.8359096,0.726237372,0,0,5.92202123,0.254958656,11.01044711,6.260848053,0,9.094873616,0.573989618,0.4578296,0.499800528,0,6.60263564,0,0.924815899,0.281584506,0.554838769,0,0.674224638,0.356918644,0.169718,2.830597002,0,0,0.308926509,8.063656596,0.618710351,0.330512748,0,0.990152632,0.362616008,17.11359477,13.3880376,40.16686911,36.34267601,30.78321688,107.292762,bolus,LL _bolus
Bolus,whole,LL,405,6/16/10,4.600009457,0.108239096,6.90808202,0.933288339,0.350397752,0.322972398,0.537393751,0.151354615,0,17.79541932,11.53494501,0.659086082,0,0,6.902185029,0.1180492,13.22621263,7.097484864,0,11.90606915,0.57412786,0.524229103,0.475447764,0,5.208019769,0,0.994786754,0.279432614,0.526225505,0,0.789220613,0.335593695,0,2.701599423,0,0,0,7.770656826,0.639988115,0.337343001,0,0.496192822,0.203073607,14.67272978,16.25846129,41.09222817,33.75069368,31.21062368,106.0535455,bolus,LL _bolus
Bolus,whole,SH,518,5/25/10,0.185098379,0,3.664254306,0.231095065,0.078224017,0.122526611,0.262084224,0,0,20.33564177,15.08551331,0.325603223,0,0,3.155078395,0.103278411,14.78936727,9.930861985,0,2.867180495,0.430815377,0.582597856,1.113367688,0,2.388132358,0,1.177091797,0,0.362625216,0,0.143007559,0.106174755,0.124773098,1.13617189,0,0,0,11.66606622,0,0.329965082,0,0.365919483,0.279773734,16.00175669,5.058922883,29.03051997,41.25109003,21.06067958,91.34228958,bolus,SH _bolus
Bolus,whole,SH,508,5/28/10,0.682909468,0.096943538,13.36878538,0.267152415,0.121324733,0.230778776,0.829172605,0.137468961,0,81.70406659,40.13423571,0.432410485,0,0,5.347034543,0.293425845,51.97440739,28.86328644,0,4.437367262,0.629953271,1.911921715,6.232391022,0,7.733690835,0,6.591941394,0,0.753961191,0,0.259285103,0.340139887,0.250836143,2.409253964,0,0,0,39.08621374,0,0,0,0.580871998,0.558583842,54.80213795,9.017828044,104.3711832,128.0686651,63.819966,296.2598143,bolus,SH _bolus
Bolus,whole,SH,514,5/28/10,0.629700704,0.10755739,12.32857076,0.486397769,0.212800378,0.266314568,0.995742577,0.153131394,0,78.92950778,40.45576422,0.534810803,0,0,5.446402809,0.310401269,47.05510081,25.93691332,0,5.17747949,0.627190976,1.420706465,4.346579806,0,9.481445972,0,6.094384158,0,0.708002074,0,0.268643362,0.28187587,0.285827508,2.37749766,0,0,0,33.70483618,0,0.272344822,0,1.194321538,0.481026476,51.24184183,9.516671799,101.1598154,118.6529499,60.75851363,280.5712789,bolus,SH _bolus
Bolus,whole,SH,503,6/1/10,0.377293533,0,1.934204423,0.239232234,0,0.196328466,0.291268261,0,0,17.88902297,15.2680053,0.392516096,0,0,4.735065688,0.127153509,15.52888463,8.321554431,0,5.704798032,0.504964014,0.542123901,0.5325188,0.07757923,4.645589012,0,1.053783491,0.180241896,0.401671455,0,0.218572645,0,0.19235248,2.182949332,0,0,0.329785037,10.35831778,0,0.313041289,0,0.449108132,0.221646273,16.92079717,8.961485199,27.09502371,40.05202437,26.06252426,93.20957234,bolus,SH _bolus
Bolus,whole,SH,506,6/1/10,0.414619779,0.12755867,6.400780502,1.159349167,1.061536834,0.192729823,0.825519894,0.640617895,0,43.24168968,19.52392259,1.100075186,0,0,5.263841703,0.275867298,22.963305,18.06860654,0,5.03515177,0.635458698,1.075174352,2.630247927,0.10543081,6.271694338,0,3.296427464,0.417893577,0.645701077,0,0.399025077,0.28618273,0.343214008,3.74345334,0,0,0,25.70493082,0,0.311452465,0,0.883663613,0.66664936,37.1665796,10.564257,61.51674909,64.04629272,48.14873019,173.711772,bolus,SH _bolus
Bolus,whole,SH,509,6/1/10,0.528431481,0.121050051,8.366072236,0.68233327,0,0,1.216129211,0,0,75.39781559,27.49152442,0.951237,0,0,5.897399512,0.385596005,51.3510916,19.13444269,0,5.25759993,0.657086722,1.380203198,3.66081076,0.132334671,13.47605028,0,4.96454526,0.273690431,0.763171567,0,0.347425528,0.343429551,0.415037538,4.847526812,0,0,0,29.05688242,0,0.339223467,0,1.760928721,0.517140355,50.19058458,12.17197894,94.58072664,102.4992297,62.63625394,259.7162103,bolus,SH _bolus
Bolus,whole,SH,502,6/3/10,0.565337605,0.134527837,12.31590876,0.619073407,0.257863655,0.25238389,0.957040703,0,0,73.41571815,36.85350274,0.654100528,0,0,5.863333705,0.347366362,45.97832286,25.97861499,0,5.277240011,0.655878176,1.767251571,4.931859474,0.167357892,5.663061731,0,5.886676878,0,0.740443064,0,0.334255348,0.388006572,0.435421281,3.725706421,0,0,0,35.98673578,0,0.323672626,0,1.467053104,0.535180033,49.97412881,11.42812598,96.17922559,114.8974148,61.40225479,272.4788952,bolus,SH _bolus
Bolus,whole,SH,505,6/3/10,0.51559161,0.123455584,6.495363902,0.5980448,0.186845194,0.203893104,0.706314719,0.204660566,0,50.96420993,20.0752687,0.790430632,0,0,7.064604546,0.227961697,28.32602549,17.43875983,0,8.55577744,0.703397745,1.327946619,2.250091932,0.074365822,20.84089601,0,4.616457107,0.239519968,0.563477289,0,0.303172725,0.248490986,0.356485368,2.573844458,0,0,0,18.53401572,0,0.280465974,0,0.79257473,0.415241238,45.55567017,13.04120722,68.91639651,68.84485757,58.83639735,196.5976514,bolus,SH _bolus
Bolus,whole,SH,507,6/3/10,0.65109864,0.107995659,7.677361956,0.511900408,0.166548459,0.204549414,0.626873044,0.211878856,0,50.07708305,23.65999733,0.692889186,0,0,5.671099468,0.262446787,30.41806844,17.53373024,0,6.177509843,0.666250541,1.210946456,2.905760295,0.140438687,8.363400603,0,3.366358959,0.230332588,0.562140591,0,0.278351225,0.282534684,0.270369398,2.852151138,0,0,0,20.38358145,0,0.30607082,0,0.809483551,0.395927786,33.58912175,10.82502948,67.62311986,75.40752588,44.64448382,187.6751296,bolus,SH _bolus
Bolus,whole,SH,511,6/3/10,0.616534571,0.130995566,11.24894161,0.665202722,0.296910073,0.24335107,0.842997272,0.222171602,0,70.23487701,32.00001634,0.648005639,0,0,6.433684571,0.365495672,40.96413083,23.17455366,0,6.125033758,0.672946872,1.508481196,4.434563151,0.146846067,7.741147787,0,4.463381657,0.266738929,0.728431191,0,0.284199013,0.33223242,0.371241086,2.944012637,0,0,0,30.10456116,0,0.338173664,0,2.003780316,0.451573075,45.13568508,11.19990027,92.7416987,101.6611892,56.60232428,251.0052122,bolus,SH _bolus
Bolus,whole,SH,512,6/3/10,0.472747143,0.075068309,1.925804044,0.601633796,0.263238124,0.079663033,0.4314472,0.203488268,0,13.86147617,5.311690163,0.918654011,0,0,6.633741779,0.195844052,7.381805002,12.55351173,0,7.070315167,0.682866231,0.552300106,0.433102464,0.207101042,7.523550346,0,1.265807898,0.273403441,0.42175771,0,0.299156115,0,0.246672038,3.146371568,0,0,0,12.40552535,0,0.361625194,0,0.326052936,0.245763881,22.01337245,11.42976815,26.49192279,26.16271748,33.71654404,86.37118431,bolus,SH _bolus
