taxa,Tissue_type,Comment,Site,Site_Abbrev,Box,Chick,Collection_date,Age,size_g_or_mm,Scientific_name,CryoBox,vial,Volume_mL,vss63,FA_ID,C6_0,C8_0,C10_0,C11_0,C12_0,C13_0,C14_0,C15_0i,C15ai,C14_1n5,C15_0,C16_0i,C15_1,C16_0,C16_1n7,C17_0,C16_3n4,C17_1,C18_0,C18_1n9t,C18_1n9c,C18_1n7,C18_2n6t,C18_2n6c,C20_0,C18_3n6,C20_1n9,C20_1n7,C18_3n3,C21_0,C18_4n3,C20_2,C22_0,C20_3n9,C20_3n6,C22_1n9,C20_3n3,C20_4n6,C23_0,C22_2,C24_0,C20_5n3,C24_1n9,C22_4n6,C22_5n6,C22_5n3c,C22_6n3,Omega3,Omega6,SAFA,MUFA,PUFA,Total_FA,matrix_id,site_matrix
Tree_Swallow,portion,.,Emiquon North,EN,927,.,7/11/10,0,20.1,Tachycineta bicolor,2,,,,31,0,0,0,0,0.393625806,0,1.016987152,0.178311714,0.030576419,0.105767103,0.241582393,0.052279867,0,20.89232644,1.136903919,1.126294882,0.026115488,0,20.6180155,0.182805289,5.344003262,4.919291711,0.126542433,6.882097174,0.270696714,0.150336793,0.211961454,0,1.728409831,0.111448834,0.256151631,0.315630719,0.293002484,0.035404713,0.964730984,0.121958648,0.476704974,16.38906484,0,0,0.264537051,1.934531692,0.174006834,1.272214301,0,6.73955246,8.221786449,19.35713704,25.78498653,45.48968526,12.19669822,45.51927449,103.205658,Bird,EN _Bird
Tree_Swallow,portion,.,Emiquon North,EN,929,.,7/11/10,0,19.3,Tachycineta bicolor,2,,,,32,0,0,0.262917131,0,9.328819693,0.113999679,2.492006016,0.539389536,0.076058041,0.13757462,0.283807696,0.10445148,0,27.41308469,2.674992417,1.33047169,0.108445629,0,22.32677034,0.189744882,7.275487841,5.926143082,0.120148936,8.451735027,0.399433435,0.234494198,0.251419001,0.027348416,3.93978091,0.101512633,0.344029918,0.327502135,0.286606771,0.023445993,1.056652386,0.10856375,0.497498594,12.93361613,0,0,0.257997626,2.194487743,0.167157984,1.221159469,0,6.297052057,8.814895939,22.08774516,24.01780615,65.31732646,16.75843199,46.56494507,128.6407035,Bird,EN _Bird
Tree_Swallow,portion,.,Emiquon South,ES,910,.,5/30/10,0,20.3,Tachycineta bicolor,2,,,,33,0,0,0,0,0.539526276,0,1.376497517,0.230230053,0.073260523,0.13146922,0.302224248,0.088592506,0,23.75916204,1.533102829,1.277164127,0.023859701,0.199894998,19.40493731,0.129931694,6.591572329,6.318275197,0,8.961644137,0.321117209,0.154981902,0.293398797,0.037783657,2.281609634,0.10746991,0.267476113,0.367562846,0.288478126,0.118495481,1.046383511,0.118296313,0.435316194,15.14332223,0,0,0.251624992,3.626121482,0.162814726,1.201241106,0,8.681634655,6.856798877,22.14895696,26.50757289,48.02028483,15.51653976,49.16644787,112.7032725,Bird,ES _Bird
Tree_Swallow,portion,.,Emiquon South,ES,912,.,6/1/10,0,21.2,Tachycineta bicolor,2,,,,34,0,0,0,0,0.217928891,0,0.855702739,0.109729036,0.031231006,0.108164508,0.211918124,0.048086195,0,18.66478358,1.522567729,0.710477134,0.023265571,0,18.59632126,0.120771557,3.998637251,5.939504488,0,5.483946601,0.284290511,0.150797809,0.32046885,0.025634248,1.069090654,0.112838285,0.2859656,0.225627591,0.312798208,0.088047391,0.99000375,0.137198859,0.273777696,12.69545179,0,0,0.267480954,4.720292228,0.151791912,0.920853717,0,8.200612703,8.351403377,22.90114226,20.24105367,40.42358592,12.3247394,43.47913648,96.2274618,Bird,ES _Bird
Tree_Swallow,portion,.,Emiquon South,ES,907,.,6/3/10,0,20.7,Tachycineta bicolor,2,,,,35,0,0,0,0,0.184539648,0,0.494403125,0.052993679,0.029075842,0.101188825,0.16842849,0.032273967,0,15.32102787,0.950083928,0.703597209,0.023717249,0.104449988,16.83171079,0.108107606,3.421122448,5.148747308,0,5.859942475,0.270175063,0.133770456,0.204919426,0.023312913,0.786804754,0.107923296,0.241273112,0.22639823,0.292905063,0.062043203,0.769087308,0.121592421,0.236719621,11.82413242,0,0,0.255010384,2.711696381,0.159593769,0.937045747,0,6.374384989,8.758126549,19.10900541,19.52397841,34.74406442,10.34311863,38.94514249,84.03232555,Bird,ES _Bird
Tree_Swallow,portion,.,Emiquon South,ES,900,.,6/6/10,0,20.4,Tachycineta bicolor,2,,,,36,0,0,0,0,0.085369899,0,0.988710904,0.171950876,0.036250228,0,0.211321897,0.066322107,0,22.47393409,1.430165427,0.953069867,0,0,21.31953502,0.110184306,4.868188827,5.728377093,0,7.625804628,0.269452147,0.125183438,0.285643731,0,1.837900656,0,0.197614708,0.250662959,0.319385043,0,1.057894979,0,0.356517569,15.58233926,0,0,0.339035886,3.889656407,0.174800017,1.052114339,0,7.904912964,9.747232014,23.93383432,25.44333664,47.23433796,12.5973594,49.62783392,109.4595313,Bird,ES _Bird
Tree_Swallow,portion,.,Emiquon South,ES,914,.,6/6/10,0,20.3,Tachycineta bicolor,2,,,,37,0,0,0,0,0.040595823,0,0.530769929,0.114022396,0.022913669,0,0.146983136,0.050295279,0,16.72130778,0.985964268,0.731711241,0,0,18.80236328,0.069675923,3.965550005,5.362795234,0,6.02180846,0.228973562,0.083539946,0.187001981,0.029795843,1.558892855,0.075932446,0,0.230043126,0.293168901,0,0.862062681,0.097284273,0.343714647,14.38096531,0,0,0.267640953,3.468677327,0.125938107,1.123347344,0,8.458708882,6.449966847,20.27996056,22.47172374,38.02667839,10.82400563,42.98172742,91.83241145,Bird,ES _Bird
Tree_Swallow,portion,"Changed from box 953 Big Lake North, mislabeled in field, see field data sheet",Emiquon South,ES,917,.,6/6/10,0,20.4,Tachycineta bicolor,2,,,,38,0,0,0,0,0.049852299,0,0.578294112,0.087469358,0.022063138,0.042210333,0.565783771,0.034730424,0,18.26044901,1.784257299,0.751185916,0,0,19.93513789,0.082241087,4.777968023,6.059201521,0,8.044454296,0.209968174,0.111540506,0.230610301,0,1.684566986,0,0.195827909,0.20074409,0.302457479,0,1.096905059,0.109559691,0.289515832,13.79130414,0,0,0.353298957,3.386307954,0.145151459,0.933100251,0,5.893486656,14.6184111,26.06811644,23.97730425,41.15069052,13.23119971,50.24616479,104.628055,Bird,ES _Bird
Tree_Swallow,portion,.,Emiquon South,ES,905,.,6/7/10,0,21.2,Tachycineta bicolor,2,,,,39,0,0,0,0,0.191438792,0,1.915793462,0.268143735,0.063874731,0.043262643,0.196381583,0.090085149,0,38.29810874,1.935388422,0.961231197,0,0,26.85087096,0,7.489744012,6.39266169,0,8.899716465,0.279498231,0.111439062,0.307568342,0,2.675879423,0,0.1509318,0.280632045,0.287996666,0,1.152832335,0,0.390572577,14.72425194,0,0,0.314061946,4.397355674,0.120590725,1.385939283,0,11.94305115,7.948033643,27.50582427,26.27417908,69.71748519,16.28921583,54.06063539,140.0673364,Bird,ES _Bird
Tree_Swallow,portion,.,Emiquon South,ES,903,.,6/10/10,0,21.2,Tachycineta bicolor,2,,,,40,0,0,0,0,0.053819351,0,1.041451291,0.162917843,0.033079826,0,0.203615254,0.071914819,0,26.00059462,0.750083408,0.871387328,0,0,19.6987687,0.099451395,4.616883255,5.175791342,0,6.204914141,0.254168628,0.128354244,0.160256597,0,1.723446837,0.08349098,0.153264657,0.226406833,0.285700894,0,0.826387222,0.096755578,0.32274998,13.57977773,0,0,0.319876515,3.988310778,0,1.059541473,0,6.593384143,7.720177914,20.50133431,21.79897481,49.08078605,10.89922157,42.52671595,102.5067236,Bird,ES _Bird
Tree_Swallow,portion,.,Emiquon South,ES,919,.,6/10/10,0,19,Tachycineta bicolor,2,,,,41,0,0,0,0,0.134651172,0,0.771746528,0.092750957,0.061720222,0,0.154289109,0,0,25.64585143,0.807716197,0.820991344,0,0,18.71934844,0.10884711,5.353531012,5.191938655,0,6.562654403,0.26465957,0.163030576,0.17026157,0,1.556711633,0,0.213496935,0.254107911,0.264091011,0,0.890445862,0,0.280890411,13.00336629,0,0,0.198309716,3.296168026,0.086678712,1.358275545,0,5.408868954,6.780268464,17.53640442,21.97777268,47.12840949,11.71897325,39.76828501,98.61566776,Bird,ES _Bird
Tree_Swallow,portion,.,Emiquon South,ES,911,.,6/18/10,0,21.5,Tachycineta bicolor,2,,,,42,0,0,0,0,0,0,0.529911166,0.121066352,0.064766609,0,0.171471848,0,0,22.11961168,0.853125614,1.038524551,0,0,20.43123242,0.09925801,5.716795358,5.670309588,0,8.148576958,0.252082017,0.127283003,0.194764424,0,2.294856944,0.076030244,0,0.310575075,0.259134602,0,0.910965393,0,0.460960484,15.50007288,0,0,0.185527727,2.703758428,0.102631256,1.545688144,0,7.296478841,7.357059339,20.11311404,26.23258638,45.24935922,12.63688425,46.65627549,104.542519,Bird,ES _Bird
Tree_Swallow,portion,.,Lawrence Lake,LL,409,.,5/30/10,0,22.17,Tachycineta bicolor,2,,,,43,0,0,0,0,0.06510356,0,0.69261359,0.10182392,0.034076649,0.062037071,0.187106496,0.056943495,0,21.10791317,3.088241816,0.764902276,0,0,20.46054373,0.148216172,8.484606527,8.523599715,0,5.843544773,0.334476419,0.178990923,0.540161298,0,1.611215961,0,0.358851833,0.274204421,0.406800199,0,1.131082006,0.224312852,0.401181728,13.10420724,0,0,0.460022876,6.167975563,0.239029015,1.206458797,0,12.12955195,9.842457638,30.51123467,21.46428373,44.67232639,21.31020447,52.24972283,118.2322537,Bird,LL _Bird
Tree_Swallow,portion,.,Lawrence Lake,LL,410,.,6/3/10,0,20.09,Tachycineta bicolor,2,,,,44,0,0,0,0,0,0,0.254410044,0.048388468,0,0,0.10641434,0.027400071,0,14.61259007,1.760770321,0.484671253,0,0,16.92969674,0.08085515,5.290447911,6.050957368,0,4.881992514,0.223499366,0.117669267,0.362193948,0,0.948807549,0,0.179930342,0.205759793,0.352716259,0,0.820737497,0.137950256,0.301596405,12.60572055,0,0,0.341169493,4.873295449,0.170086955,1.105871041,0,7.595212532,8.335347171,22.23418945,19.53199087,33.38095611,13.85326191,41.97194011,89.20615812,Bird,LL _Bird
Tree_Swallow,portion,.,Lawrence Lake,LL,417,.,6/5/10,0,22.95,Tachycineta bicolor,2,,,,45,0,0,0,0,0.103146294,0,1.288851873,0.202212256,0.051085341,0.072766475,0.264865177,0.065472219,0,21.36029475,5.56615766,0.885161352,0.022999846,0,20.68938053,0.096416103,12.66035928,9.981994977,0,7.015967029,0.238815334,0.144723046,0.755530193,0,2.135694381,0,0.248032313,0.246252724,0.262353095,0.046753916,1.311361424,0.149977033,0.319855187,13.51294882,0,0,0.279151934,6.666927518,0.16880005,0.881589483,0,9.620281361,8.633720857,27.62451162,22.8665898,45.69079016,29.45200178,50.8071079,125.9498998,Bird,LL _Bird
Tree_Swallow,portion,.,Lawrence Lake,LL,412,.,6/8/10,0,24.6,Tachycineta bicolor,2,,,,46,0,0,0,0,0,0,0.311152508,0.056322957,0.044731446,0.047524213,0.103254501,0.030447357,0,15.25107833,1.399593496,0.653085261,0,0,18.37352987,0.088998159,3.921034328,5.055565396,0,6.203034378,0.231545516,0.106576695,0.216786778,0,1.100819857,0,0,0.25344333,0.370875467,0,0.939334082,0.140758809,0.359732996,15.91128615,0,0,0.367950365,3.137832131,0.20217278,1.141287244,0,6.265600545,10.82319659,21.68718212,24.30151855,35.79397357,11.07243396,46.242144,93.10855153,Bird,LL _Bird
Tree_Swallow,portion,.,Lawrence Lake,LL,419,.,6/9/10,0,23.86,Tachycineta bicolor,2,,,,47,0,0,0,0,0.051618053,0,0.431607068,0.13585816,0.063902739,0.083447038,0.14474446,0.054355126,0,17.42594246,2.10139143,0.623305361,0,0,19.62939098,0.104633924,4.340835177,5.51486373,0,6.738119831,0.245380353,0.111632114,0.183818799,0,0.90736817,0,0.168681329,0.257408641,0.391090865,0,0.907673276,0.137078578,0.297013808,15.85975013,0,0,0.355049545,2.979396204,0.202279363,1.016054576,0,6.907434046,10.63880586,21.89869942,24.63322993,39.55224518,12.66834804,46.78933798,99.0099312,Bird,LL _Bird
Tree_Swallow,portion,.,Lawrence Lake,LL,413,.,6/12/10,0,19.35,Tachycineta bicolor,2,,,,48,0,0,0,0,0.040143582,0,0.402067617,0.094708942,0.047784491,0,0.127899151,0.041529422,0,18.19905406,1.22605109,0.689410943,0,0,20.43189531,0.087422405,4.310459948,5.815066887,0,6.784852588,0.27115084,0.127074241,0.169068953,0,1.167440931,0.098465945,0.196119256,0.335222222,0.397384163,0,0.821348503,0.121219284,0.409064529,19.4338979,0,0,0.333349689,3.698927327,0.167073591,1.225033709,0,7.481665583,8.895867484,21.84908511,28.39220694,41.17484416,11.89636216,50.57651427,103.6477206,Bird,LL _Bird
Tree_Swallow,portion,.,Lawrence Lake,LL,414,.,6/17/10,0,22.59,Tachycineta bicolor,2,,,,49,0,0,0,0,0.052716815,0,0.669124909,0.134928748,0.052700371,0,0.177268458,0.065715166,0,21.74160607,1.452967229,0.990153942,0,0,20.26963871,0.120106594,4.489622591,5.121240232,0,6.837847867,0.317281215,0.142037451,0.200605369,0,1.567098552,0,0,0.393537049,0.438630091,0,0.940237948,0,0.453816963,14.54760687,0,0,0.43968481,3.382147052,0.247562108,1.451928411,0,8.231207442,10.89252782,24.52679783,23.91965855,45.3494493,11.63210412,48.83999343,105.8215469,Bird,LL _Bird
Tree_Swallow,portion,.,Lawrence Lake,LL,416,.,6/18/10,0,21.29,Tachycineta bicolor,2,,,,50,0,0,0,0,0.032686704,0,0.297634636,0.097182791,0.037609185,0.039024064,0.124074568,0,0,16.82972966,1.33847098,0.67363808,0,0,18.49032492,0,5.081020748,5.069317568,0,5.81537311,0.252382593,0.094974333,0.153940884,0,0.882529706,0,0.15613018,0.338891089,0.364520831,0,0.857236343,0.110113444,0.410830459,17.75555993,0,0,0.32190799,3.673710601,0.148576254,1.174483834,0,7.064891977,8.69802082,20.88611374,25.69762755,37.52169196,11.94046394,46.92263238,96.38478828,Bird,LL _Bird
Tree_Swallow,portion,.,Lawrence Lake,LL,405,.,6/19/10,0,21.77,Tachycineta bicolor,2,,,,51,0,0,0,0,0.050134687,0,0.536792439,0.07270642,0.029427514,0,0.147276157,0.042652361,0,19.82639369,1.517966111,0.643229767,0,0,19.6494397,0.099110029,4.766630617,6.343024547,0,5.499008818,0.242758017,0.127129293,0.246269643,0,1.480888518,0,0.17294156,0.314118982,0.321072809,0,0.910507115,0.128736832,0.414987814,15.83018029,0,0,0.32411605,5.397690684,0.179849035,1.089684043,0,8.827582727,9.597272443,25.89136375,23.45650956,41.88599961,13.28158681,49.66199229,104.8295787,Bird,LL _Bird
Tree_Swallow,portion,.,Lawrence Lake,LL,402,.,6/20/10,0,20.58,Tachycineta bicolor,2,,,,52,0,0,0,0,0,0,0.315100516,0.07944936,0.039901024,0.058873991,0.13221259,0.044569908,0,19.75458732,1.466032778,0.827868195,0,0,20.92602726,0.101403036,5.52194506,5.412830818,0,7.324121252,0.259598033,0.104927202,0.160405446,0,1.15544116,0,0,0.406769698,0.359975543,0,1.081431197,0,0.57388002,18.31453618,0,0,0.347328198,2.550592198,0.184741313,1.326984407,0,8.640213433,11.17412946,24.09425627,28.15200024,43.08661795,12.90623244,52.65302621,108.6458766,Bird,LL _Bird
Tree_Swallow,portion,.,Shellhorn,SH,518,.,5/29/10,0,23.08,Tachycineta bicolor,2,,,,53,0,0,0,0,0,0,0.720384584,0.132505627,0.040173659,0,0.18934032,0.046263293,0,18.64568035,2.769936931,0.573114109,0,0,19.10141222,0.096222485,7.931961294,8.652782742,0,4.205104431,0.208369586,0.128282207,0.889189175,0.051490226,0.89544071,0,0.211955893,0.154111937,0.317747275,0,1.028928501,0.221081912,0.198444078,11.88513404,0,0,0.328030241,8.141236256,0.162965393,0.844733446,0,11.26753772,9.245113421,29.95972808,18.09218263,40.30302126,20.77563016,48.20602264,109.2846741,Bird,SH _Bird
Tree_Swallow,portion,.,Shellhorn,SH,508,.,6/2/10,0,23.77,Tachycineta bicolor,2,,,,54,0,0,0,0,0.086740808,0,0.679385032,0.123677924,0.027399804,0,0.17217534,0.041988628,0,19.16413716,2.140386133,0.737451059,0,0,18.9999319,0.082739071,5.62242676,7.160627782,0,5.249152679,0.172111921,0.095357918,0.330923865,0,1.163355166,0,0.167218482,0.160183561,0.23950406,0.052587875,1.075368421,0.119815708,0.18546815,12.75300822,0,0,0.279019667,4.440878216,0.16602377,0.911457467,0,10.14226912,8.9490967,25.04828584,20.08434471,40.72352331,15.62294309,45.34540198,101.6918684,Bird,SH _Bird
Tree_Swallow,portion,.,Shellhorn,SH,514,.,6/3/10,0,26.01,Tachycineta bicolor,2,,,,55,0,0,0,0,0.074891921,0,0.721874785,0.080918985,0.020984115,0.050892575,0.156470552,0.054818087,0,17.25951021,3.275036786,0.438127877,0.028799959,0,17.61075415,0.078050683,7.948821885,8.218939444,0,2.925400191,0.179883152,0.128254924,0.933444019,0,1.303250245,0,0.236158165,0.113251166,0.263382722,0.059363346,1.107243294,0.200173339,0.198425882,10.84378876,0,0,0.263309591,7.97350242,0.156554755,0.825777247,0,11.18630323,8.721967162,29.61960711,15.83046442,37.12492615,20.86191349,45.651486,103.6383256,Bird,SH _Bird
Tree_Swallow,portion,.,Shellhorn,SH,509,.,6/4/10,0,21.07,Tachycineta bicolor,2,,,,56,0,0,0,0,0.100116638,0,0.75420925,0.073294733,0.033003405,0.063182597,0.154623856,0.032810209,0,18.97233773,2.285807927,0.674935904,0.028054676,0,20.31594744,0.089158671,6.728201436,7.782461009,0,5.031373271,0.201549052,0.125858447,0.555869523,0,1.634019926,0,0.208811782,0.166308734,0.261582144,0.06069107,1.079021355,0.163670602,0.226750394,14.02130791,0,0,0.321580691,5.93481225,0.200790575,0.923620566,0,8.910910949,11.15269726,28.06800256,21.18118155,41.89599106,17.86914234,49.50423859,109.269372,Bird,SH _Bird
Tree_Swallow,portion,.,Shellhorn,SH,503,.,6/6/10,0,22.08,Tachycineta bicolor,2,,,,57,0,0,0,0,0.14709346,0,1.373847967,0.155043137,0.050179156,0.079442515,0.257130777,0.067831663,0,25.78487101,6.193241953,0.74484354,0.04085247,0,19.09084488,0.104195748,12.49840915,10.42713506,0,6.706195674,0.251186823,0.238156255,0.687595421,0.038928122,2.382236604,0,0.414232876,0.155513553,0.268894365,0.048917047,0.957591805,0.121269415,0.207040858,13.44467748,0,0,0.295263278,4.30012295,0.195422133,0.948187724,0,8.745589646,9.956663932,26.00588687,22.29480894,48.48703006,30.34563952,48.54597888,127.3786485,Bird,SH _Bird
Tree_Swallow,portion,.,Shellhorn,SH,506,.,6/6/10,0,21.03,Tachycineta bicolor,2,,,,58,0,0,0,0,0,0,0.373003101,0.043358429,0.027717637,0,0.123702721,0.027863298,0,18.97059809,1.467953774,0.602868423,0,0,19.52700745,0.074620979,5.325001218,6.963278462,0,5.231811533,0.182909739,0.109203523,0.351415598,0,1.127743477,0,0.179074937,0.201581528,0.244307497,0.052589702,1.18270285,0.121624526,0.236826154,13.36210602,0,0,0.289188783,3.676328159,0.196517824,0.938432552,0,10.05893383,10.25231811,25.53122467,20.82425648,40.41252517,14.50041238,46.60965238,101.5225899,Bird,SH _Bird
Tree_Swallow,portion,.,Shellhorn,SH,505,.,6/7/10,0,23.12,Tachycineta bicolor,2,,,,59,0,0,0,0,0.126737897,0,0.817281811,0.309328039,0.051037405,0.080397651,0.205864356,0,0,18.18066247,2.40324081,0.680323879,0,0,18.00197435,0.111531064,5.4761514,7.345794344,0,4.867906955,0.219751331,0.138174444,0.434629633,0,1.453660789,0,0.224672648,0.178820984,0.261412821,0,0.96883142,0,0.202209572,12.68256745,0,0,0.187766898,4.480660556,0.135242735,1.039029275,0,7.820217658,7.32327344,21.50469466,19.69650955,39.04214126,15.98698764,41.38002519,96.4091541,Bird,SH _Bird
Tree_Swallow,portion,.,Shellhorn,SH,507,.,6/7/10,0,22.46,Tachycineta bicolor,2,,,,60,0,0,0,0,0,0,0.532755714,0.150739025,0.06195705,0,0.19971777,0,0,17.45870877,2.025082677,0.74815874,0,0,18.6934889,0.120374586,5.472699934,8.016482744,0,5.229997724,0.248987294,0.151308543,0.374620385,0,1.347047001,0,0,0.199864082,0.31381425,0,1.277997663,0,0.260809066,12.54236579,0,0,0.231903571,4.005550675,0.16954611,1.167690498,0,7.640980818,7.64048033,20.89486789,20.36936022,38.64023108,16.17880644,41.46409219,96.28312971,Bird,SH _Bird
Tree_Swallow,portion,.,Shellhorn,SH,512,.,6/7/10,0,23.12,Tachycineta bicolor,2,,,,61,0,0,0,0,0.10977423,0,0.7136538,0.066068272,0.036791501,0.078023763,0.143801944,0.035567773,0,18.62277301,1.602406166,0.580931891,0.033833855,0,19.78517808,0.094578082,4.892100273,6.302044666,0,5.575428517,0.211920576,0.15790191,0.327971823,0,2.086231148,0,0.231805397,0.185398351,0.258043609,0.05119893,1.049863844,0.142237647,0.268304053,13.25142044,0,0,0.356982212,3.874972523,0.270785206,1.104879525,0,7.846896935,11.81937126,26.12758132,21.13949424,40.9214869,13.71014763,47.53750669,102.1691412,Bird,SH _Bird
Tree_Swallow,portion,.,Shellhorn,SH,515,.,6/7/10,0,24.52,Tachycineta bicolor,2,,,,62,0,0,0,0,0.091355784,0,0.70807401,0.055754226,0.027433379,0.061012736,0.144770932,0.030955622,0,23.92437516,1.376323762,0.462743469,0.025683316,0,21.51167449,0.080856095,5.003029454,5.788950285,0,6.460228026,0.198163957,0.181728359,0.333971967,0.030856853,2.205320065,0,0.194132132,0.215788971,0.245798815,0.060637856,1.345138235,0.112672419,0.303382519,12.94683085,0,0,0.274718722,5.104977087,0.249083033,1.010911371,0,7.708200892,10.56515465,26.08116735,21.94483684,47.67581856,13.0367566,48.32811433,109.0406895,Bird,SH _Bird
