taxa,Tissue_type,Comment,FA_ID,Site,Site_Abbrev,Box,Chick,Collection_date,size_g_or_mm,Scientific_name,CryoBox,taxa2,matrix_id,PtLipids
Trichoptera,composite,.,274,Lawrence Lake,LL,,,6/16/10,,,1,Trich,Trich,14.10105758
Trichoptera,composite,.,275,Lawrence Lake,LL,,,6/23/10,,,1,Trich,Trich,11.93470434
Trichoptera,composite,.,379,Lawrence Lake,LL,,,5/27/10,,,3,Trich,Trich,14.97419124
Trichoptera,composite,.,163,Shellhorn,SH,,,6/23/10,,,1,Trich,Trich,11.73351662
Trichoptera,composite,.,281,Shellhorn,SH,,,5/27/10,,,1,Trich,Trich,15.12785477
Trichoptera,composite,.,283,Shellhorn,SH,,,6/3/10,,,1,Trich,Trich,15.0484041
Trichoptera,composite,.,287,Shellhorn,SH,,,6/9/10,,,1,Trich,Trich,13.85509262
Trichoptera,composite,.,290,Shellhorn,SH,,,6/16/10,,,1,Trich,Trich,14.81920569
Trichoptera,composite,.,296,Shellhorn,SH,,,6/23/10,,,3,Trich,Trich,13.11078614
Zygoptra,composite,.,138,Emiquon North,EN,,,6/20/10,,,4,Zygop,Zygop,12.46339363
Zygoptra,composite,.,246,Emiquon North,EN,,,6/20/10,,,1,Zygop,Zygop,12.28991597
