SPEC_ID,BS_ID,TC_ID,TC_ID2,SEX,WELL_NO,FOIL_TEAR DRY WT,SAMPLE DRY WT
10744,285,1109,I,M,Y-3,0.0103,0.0105
10745,285,1109,I,M,Y-4,0.0101,0.0103
10746,285,1109,I,M,Y-5,0.0073,0.0075
10747,285,1109,I,M,Y-6,0.0098,0.0101
10748,285,1109,I,M,Y-7,0.0102,0.0103
10749,285,1109,I,M,Y-8,0.0089,0.009
10750,285,1109,I,M,Y-9,0.0084,0.0087
10751,285,1109,I,M,Y-10,0.007,0.007
10752,285,1109,I,F,Y-11,0.009,0.009
10753,285,1109,I,M,Y-12,0.0089,0.0089
10754,285,1109,I,F,B-1,0.0104,0.0107
10755,285,1109,I,F,B-2,0.0107,0.0112
10756,285,1109,I,M,B-3,0.0095,0.0099
10757,285,1109,I,M,B-4,0.0114,0.012
10758,285,1109,I,M,B-5,0.0097,0.0102
10759,285,1109,I,M,B-6,0.0089,0.0092
10760,285,1109,I,M,B-7,0.0129,0.0135
10761,285,1109,J,M,B-8,0.0117,0.0122
10762,285,1109,J,F,B-9,0.0127,0.013
10763,285,1109,J,M,B-10,0.0104,0.0107
10764,285,1109,J,M,B-11,0.0109,0.0112
10765,285,1109,J,F,B-12,0.0107,0.0109
10766,285,1109,J,F,O-1,0.0107,0.011
10767,285,1109,J,F,O-2,0.0088,0.0092
10768,285,1109,J,M,O-3,0.0073,0.0077
10769,285,1109,J,M,O-4,0.0076,0.0078
10770,285,1109,J,M,O-5,0.0079,0.0084
10771,285,1109,J,F,O-6,0.0079,0.0083
10772,285,1109,J,M,O-7,0.0087,0.0091
10773,285,1109,J,M,O-8,0.0089,0.0093
10774,285,1109,J,F,O-9,0.0086,0.0092
10775,285,1109,J,M,O-10,0.0094,0.0097
10776,285,1109,J,M,O-11,0.0087,0.0093
10777,285,1109,J,F,O-12,0.0102,0.0104
10778,285,1109,J,M,R-1,0.0111,0.0114
10779,285,1109,J,M,R-2,0.0072,0.0077
10780,285,1109,J,M,R-3,0.0103,0.0108
10781,285,1109,J,M,R-4,0.009,0.0093
10782,285,1109,J,F,R-5,0.0118,0.021
10783,285,1109,J,M,R-6,0.0094,0.0099
10784,285,1109,J,F,R-7,0.0094,0.0096
10785,285,1109,J,M,R-8,0.0088,0.009
10786,285,1109,J,F,R-9,0.0098,0.01
10787,285,1109,J,M,R-10,0.0099,0.0102
10788,285,1109,J,F,R-11,0.0108,0.0111
10789,285,1109,J,M,R-12,0.0094,0.0097
10790,285,1109,J,F,S-1,0.0122,0.0123
10791,285,1109,D,M,S-2,0.0087,0.0086
10792,285,1109,D,M,S-3,0.0108,0.0107
10793,285,1109,D,M,S-4,0.0077,0.0077
10794,285,1109,D,F,S-5,0.008,0.008
10795,285,1109,L,M,S-6,0.0085,0.0084
10796,285,1109,L,F,S-7,0.0118,0.0118
10797,285,1110,,,S-8,0.0074,0.0074
10798,285,1111,,,S-9,0.0081,0.0086
10799,285,1112,,,S-10,0.0081,0.0084
10800,286,1113,,,S-11,0.0073,0.0113
10801,286,1114,D,M,S-12,0.0076,0.0076
10802,286,1114,D,M,L-1,0.0078,0.008
10803,286,1114,D,F,L-2,0.008,0.0082
10804,286,1114,D,M,L-3,0.0075,0.0077
10805,286,1114,D,M,L-4,0.0078,0.0079
10806,286,1114,D,M,L-5,0.0084,0.0085
10807,286,1114,I,F,L-6,0.0069,0.0071
10808,286,1114,I,M,L-7,0.0073,0.0075
10809,286,1114,H,F,L-8,0.0086,0.0088
10810,286,1114,J,M,L-9,0.007,0.0076
10811,286,1114,J,M,L-10,0.0066,0.0071
10812,286,1114,J,F,L-11,0.0082,0.0085
10813,286,1114,J,F,L-12,0.0075,0.0077
10814,286,1114,J,F,CC-1,0.0097,0.0104
10815,286,1114,J,M,CC-2,0.0069,0.0073
10816,286,1114,J,M,CC-3,0.0083,0.0085
10817,286,1114,J,M,CC-4,0.0093,0.0096
10818,286,1114,J,M,CC-5,0.009,0.0096
10819,286,1114,J,M,CC-6,0.0093,0.01
10820,286,1114,J,M,CC-7,0.0098,0.0102
10821,286,1114,J,F,CC-8,0.0109,0.0113
10822,286,1114,J,M,CC-9,0.0078,0.0084
10823,286,1114,J,F,CC-10,0.008,0.0084
10824,286,1114,J,F,CC-11,0.0087,0.0088
10825,286,1114,J,M,CC-12,0.0094,0.0095
10826,286,1114,J,F,N-1,0.0082,0.0084
10827,287,1115,,,N-2,0.0079,0.0079
10828,287,1116,J,M,N-3,0.0079,0.0081
10829,287,1116,J,M,N-4,0.01,0.0102
10830,287,1116,J,M,N-5,0.0082,0.0085
10831,287,1116,J,F,N-6,0.0075,0.0078
10832,287,1116,J,F,N-7,0.0084,0.0094
10833,287,1116,J,M,N-8,0.0089,0.0093
10834,287,1116,J,M,N-9,0.0095,0.0099
10835,287,1116,J,F,N-10,0.0085,0.0087
10836,287,1116,J,M,N-11,0.0108,0.0115
10837,287,1116,J,M,N-12,0.0096,0.0102
10838,287,1116,J,M,V-1,0.0065,0.0071
10839,287,1116,J,M,V-2,0.0077,0.0083
10840,287,1116,J,M,V-3,0.0096,0.0102
10841,287,1116,J,F,V-4,0.0084,0.0089
10842,287,1116,J,F,V-5,0.0081,0.0089
10843,287,1116,J,F,V-6,0.0104,0.0109
10844,287,1116,J,M,V-7,0.009,0.0095
10845,287,1116,J,F,V-8,0.0091,0.0098
10846,287,1116,J,M,V-9,0.0083,0.0086
10847,287,1116,J,M,V-10,0.0098,0.0102
10848,287,1116,J,M,V-11,0.0087,0.0091
10849,287,1116,J,M,V-12,0.0091,0.0095
10850,287,1116,J,F,F-1,0.0083,0.009
10851,287,1116,J,M,F-2,0.0098,0.0103
10852,287,1116,J,M,F-3,0.0087,0.0093
10853,287,1116,J,M,F-4,0.0079,0.0085
10854,287,1116,J,F,F-5,0.0099,0.0104
10855,287,1116,J,M,F-6,0.0085,0.0092
10856,287,1116,J,F,F-7,0.0091,0.0095
10857,287,1116,J,F,F-8,0.0098,0.0101
10858,287,1116,D,F,F-9,0.0097,0.0099
10859,287,1116,D,M,F-10,0.0101,0.0101
10860,287,1116,D,M,F-11,0.0096,0.0096
10861,287,1116,D,F,F-12,0.008,0.008
10862,287,1116,D,M,K-1,0.0096,0.0097
10863,287,1116,D,F,K-2,0.011,0.011
10864,287,1116,D,M,K-3,0.0122,0.0122
10865,287,1116,D,M,K-4,0.0095,0.0095
10866,287,1116,D,F,K-5,0.0101,0.0102
10867,287,1116,D,M,K-6,0.0082,0.0082
10868,287,1116,D,M,K-7,0.0072,0.0072
10869,287,1116,D,F,K-8,0.0061,0.0061
10870,287,1116,D,F,K-9,0.0078,0.0078
10871,287,1116,D,M,K-10,0.0088,0.0088
10872,287,1116,D,M,K-11,0.0098,0.0098
10873,287,1116,D,M,K-12,0.0066,0.0066
10874,287,1116,D,F,G-1,0.0081,0.0081
10875,287,1116,D,F,G-2,0.0084,0.0084
10876,287,1116,D,M,G-3,0.0087,0.0088
10877,287,1116,D,F,G-4,0.0092,0.0093
10878,287,1116,D,M,G-5,0.0077,0.0078
10879,287,1116,D,M,G-6,0.0087,0.0089
10880,287,1116,D,M,G-7,0.0093,0.0094
10881,287,1116,D,M,G-8,0.0085,0.0085
10882,287,1116,D,F,G-9,0.0083,0.0084
10883,287,1116,I,M,G-10,0.0075,0.0076
10884,287,1116,I,M,G-11,0.0117,0.0118
10885,287,1116,I,M,G-12,0.008,0.0081
10886,287,1116,I,M,II-1,0.008,0.008
10887,287,1116,I,M,II-2,0.0075,0.0075
10888,287,1116,I,M,II-3,0.0095,0.0095
10889,288,1117,J,F,II-4,0.0083,0.0092
10890,288,1117,J,M,II-5,0.0094,0.0098
10891,288,1117,J,M,II-6,0.0081,0.0084
10892,288,1117,J,M,II-7,0.0096,0.0102
10893,288,1117,J,M,II-8,0.0097,0.01
10894,288,1117,J,M,II-9,0.009,0.0096
10895,288,1117,J,F,II-10,0.009,0.0099
10896,288,1117,J,F,II-11,0.0083,0.0092
10897,288,1117,J,M,II-12,0.0088,0.0093
10898,288,1117,J,M,E-1,0.0117,0.0121
10899,288,1117,J,M,E-2,0.0089,0.0091
10900,288,1117,J,M,E-3,0.0066,0.0069
10901,288,1117,J,M,E-4,0.0086,0.009
10902,288,1117,J,M,E-5,0.0086,0.0088
10903,288,1117,J,M,E-6,0.0097,0.0099
10904,288,1117,J,M,E-7,0.0083,0.0084
10905,288,1117,J,M,E-8,0.0081,0.0082
10906,288,1117,J,M,E-9,0.0097,0.0099
10907,288,1117,J,M,E-10,0.0083,0.0086
10908,288,1117,J,F,E-11,0.0088,0.0092
10909,288,1117,D,F,E-12,0.0083,0.0085
10910,288,1117,D,M,Z-1,0.0088,0.0089
10911,288,1117,D,M,Z-2,0.0114,0.0116
10912,288,1117,D,M,Z-3,0.0098,0.0099
10913,288,1117,D,M,Z-4,0.0093,0.0095
10914,288,1117,D,F,Z-5,0.0082,0.0082
10915,288,1117,D,F,Z-6,0.0084,0.0084
10916,288,1117,D,F,Z-7,0.0095,0.0097
10917,288,1117,D,F,Z-8,0.0098,0.0101
10918,288,1117,D,F,Z-9,0.0087,0.0089
10919,288,1117,D,F,Z-10,0.0096,0.0096
10920,288,1117,D,M,Z-11,0.0089,0.0089
10921,288,1117,D,F,Z-12,0.01,0.01
10922,288,1117,D,M,D-1,0.0091,0.0094
10923,288,1117,D,M,D-2,0.01,0.0103
10924,288,1117,D,M,D-3,0.0073,0.0074
10925,288,1117,D,F,D-4,0.0088,0.009
10926,288,1117,D,F,D-5,0.009,0.0093
10927,288,1117,D,F,D-6,0.0097,0.01
10928,288,1117,D,F,D-7,0.0073,0.0073
10929,288,1117,D,F,D-8,0.01,0.01
10930,288,1117,D,F,D-9,0.009,0.009
10931,288,1117,D,M,D-10,0.0076,0.0078
10932,288,1117,D,M,D-11,0.0068,0.0068
10933,288,1117,D,F,D-12,0.0078,0.0079
10934,288,1117,D,F,EE-1,0.0108,0.0109
10935,288,1117,D,F,EE-2,0.0108,0.0109
10936,288,1117,D,F,EE-3,0.0089,0.0092
10937,288,1117,H,F,EE-4,0.0092,0.0099
10938,288,1117,H,F,EE-5,0.008,0.0084
10939,288,1117,H,M,EE-6,0.0076,0.0078
10940,288,1117,H,F,EE-7,0.0089,0.0091
10941,288,1117,H,M,EE-8,0.009,0.0092
10942,288,1117,H,F,EE-9,0.0103,0.0107
10943,288,1117,H,M,EE-10,0.0111,0.0112
10944,288,1117,H,M,EE-11,0.0089,0.0091
10945,288,1117,H,M,EE-12,0.0095,0.0097
10946,288,1117,I,F,JJ-1,0.0077,0.0077
10947,288,1117,I,M,JJ-2,0.0103,0.0103
10948,288,1117,I,M,JJ-3,0.0085,0.0085
10949,288,1117,I,M,JJ-4,0.0078,0.0078
10950,288,1117,I,M,JJ-5,0.0112,0.0112
10951,288,1117,I,M,JJ-6,0.0077,0.0077
10952,288,1117,I,M,JJ-7,0.0082,0.0082
10953,288,1117,I,M,JJ-8,0.0076,0.0076
10954,288,1117,I,M,JJ-9,0.0082,0.0082
10955,288,1118,,,JJ-10,0.0078,0.0078
10956,289,1119,,,JJ-11,0.01,0.0103
10957,289,1119,,,JJ-12,0.0115,0.0118
10958,289,1119,,,RR-1,0.0082,0.0089
10959,289,1120,D,M,RR-2,0.008,0.0081
10960,289,1120,D,F,RR-3,0.0106,0.0106
10961,289,1120,D,F,RR-4,0.0087,0.0087
10962,289,1120,D,F,RR-5,0.0089,0.0089
10963,289,1120,D,F,RR-6,0.0082,0.0082
10964,289,1120,D,M,RR-7,0.0087,0.0087
10965,289,1120,D,M,RR-8,0.0094,0.0094
10966,289,1120,D,M,RR-9,0.0098,0.0098
10967,289,1120,D,M,RR-10,0.0092,0.0092
10968,289,1120,D,M,RR-11,0.0087,0.0087
10969,289,1120,I,M,RR-12,0.009,0.009
10970,289,1120,I,M,AA-1,0.0079,0.0079
10971,289,1120,I,M,AA-2,0.0085,0.0085
10972,289,1120,I,M,AA-3,0.0092,0.0092
10973,289,1120,I,F,AA-4,0.008,0.008
10974,289,1120,I,F,AA-5,0.0094,0.0094
10975,289,1120,I,M,AA-6,0.0086,0.0086
10976,289,1120,I,M,AA-7,0.0093,0.0093
10977,289,1120,I,M,AA-8,0.011,0.011
10978,289,1120,I,F,AA-9,0.0076,0.0076
10979,289,1120,I,F,AA-10,0.0093,0.0093
10980,289,1120,I,F,AA-11,0.0088,0.0088
10981,289,1120,I,M,AA-12,0.0084,0.0084
10982,289,1120,J,M,BB-1,0.0078,0.0079
10983,289,1120,J,M,BB-2,0.0098,0.0099
10984,289,1120,J,M,BB-3,0.0106,0.0112
10985,289,1120,J,M,BB-4,0.0102,0.0103
10986,289,1120,J,M,BB-5,0.0098,0.0098
10987,289,1120,J,M,BB-6,0.0078,0.0079
10988,289,1120,J,M,BB-7,0.008,0.0082
10989,289,1120,J,M,BB-8,0.0091,0.0093
10990,289,1120,J,M,BB-9,0.0097,0.0098
10991,289,1120,J,M,BB-10,0.0082,0.0082
10992,289,1120,J,M,BB-11,0.0087,0.0088
10993,289,1120,J,M,BB-12,0.01,0.0101
10994,289,1120,J,M,Q-1,0.0096,0.0097
10995,289,1120,J,M,Q-2,0.0103,0.0104
10996,289,1120,J,F,Q-3,0.0096,0.0097
10997,289,1120,J,F,Q-4,0.0078,0.0083
10998,289,1120,J,F,Q-5,0.009,0.009
10999,289,1120,J,F,Q-6,0.0084,0.0085
11000,289,1121,,,Q-7,0.0092,0.0092
11001,289,1121,,,Q-8,0.0097,0.0097
11002,289,1121,,,Q-9,0.0085,0.0085
11003,289,1121,,,Q-10,0.0081,0.0081
11004,289,1121,,,Q-11,0.0064,0.0064
11005,289,1121,,,Q-12,0.0078,0.0078
11006,289,1121,,,SS-1,0.0096,0.0097
11007,290,1122,,,SS-2,0.0076,0.0081
11008,290,1123,,,SS-3,0.0075,0.0079
11009,290,1124,D,F,SS-4,0.0093,0.0095
11010,290,1124,D,M,SS-5,0.0088,0.0089
11011,290,1124,D,F,SS-6,0.0098,0.01
11012,290,1124,D,F,SS-7,0.0083,0.0085
11013,290,1124,D,F,SS-8,0.0084,0.0085
11014,290,1124,D,M,SS-9,0.0081,0.0082
11015,290,1124,D,F,SS-10,0.007,0.0071
11016,290,1124,D,M,SS-11,0.008,0.008
11017,290,1124,D,M,SS-12,0.0109,0.0109
11018,290,1124,D,M,FF-1,0.0083,0.0084
11019,290,1124,D,M,FF-2,0.0066,0.0066
11020,290,1124,D,F,FF-3,0.0077,0.0077
11021,290,1124,D,M,FF-4,0.0115,0.0115
11022,290,1124,D,M,FF-5,0.0109,0.011
11023,290,1124,D,F,FF-6,0.0093,0.0095
11024,290,1124,D,M,FF-7,0.0081,0.0082
11025,290,1124,D,F,FF-8,0.0076,0.0076
11026,290,1124,D,M,FF-9,0.0106,0.0106
11027,290,1124,D,M,FF-10,0.007,0.007
11028,290,1124,D,M,FF-11,0.0101,0.0101
11029,290,1124,H,F,FF-12,0.008,0.0082
11030,290,1124,I,M,HH-1,0.0098,0.0098
11031,290,1124,I,M,HH-2,0.0084,0.0084
11032,290,1124,I,M,HH-3,0.0093,0.0093
11033,290,1124,I,M,HH-4,0.0082,0.0083
11034,290,1124,I,M,HH-5,0.0083,0.0089
11035,290,1124,I,M,HH-6,0.0089,0.0089
11036,290,1125,,,HH-7,0.0069,0.0069
11037,290,1126,,,HH-8,0.0099,0.0099
11038,290,1127,,,HH-9,0.012,0.0123
11039,291,1128,J,M,HH-10,0.0082,0.0085
11040,291,1128,J,M,HH-11,0.0072,0.0075
11041,291,1128,J,M,HH-12,0.0082,0.0085
11042,291,1128,J,F,A-1,0.0072,0.0076
11043,291,1128,J,M,A-2,0.0091,0.0093
11044,291,1128,J,M,A-3,0.0076,0.0079
11045,291,1128,J,F,A-4,0.009,0.0094
11046,291,1128,J,M,A-5,0.0089,0.0092
11047,291,1128,J,F,A-6,0.0086,0.0092
11048,291,1128,J,F,A-7,0.0072,0.0077
11049,291,1128,J,M,A-8,0.0083,0.0087
11050,291,1128,J,M,A-9,0.0089,0.0091
11051,291,1128,J,M,A-10,0.0076,0.0079
11052,291,1128,J,F,A-11,0.0093,0.0097
11053,291,1128,J,M,A-12,0.0099,0.0101
11054,291,1128,J,M,O-1,0.0067,0.0071
11055,291,1128,J,M,O-2,0.0092,0.0095
11056,291,1128,J,F,O-3,0.0072,0.0083
11057,291,1128,J,M,O-4,0.0079,0.0082
11058,291,1128,J,F,O-5,0.0077,0.0082
11059,291,1128,H,F,O-6,0.0084,0.0087
11060,291,1128,H,M,O-7,0.0073,0.0075
11061,291,1128,H,M,O-8,0.0069,0.007
11062,291,1128,H,F,O-9,0.0066,0.0068
11063,291,1128,H,M,O-10,0.0086,0.0087
11064,291,1128,H,M,O-11,0.0093,0.0094
11065,291,1128,H,M,O-12,0.0061,0.0061
11066,291,1128,I,M,B-1,0.0094,0.0094
11067,291,1128,I,M,B-2,0.0081,0.0082
11068,291,1128,I,F,B-3,0.0088,0.009
11069,291,1128,I,M,B-4,0.0091,0.0092
11070,291,1128,I,M,B-5,0.0079,0.0082
11071,291,1128,I,M,B-6,0.0088,0.0089
11072,291,1128,I,M,B-7,0.0084,0.0086
11073,291,1128,I,M,B-8,0.0086,0.0088
11074,291,1128,I,M,B-9,0.0086,0.0088
11075,291,1128,I,M,B-10,0.0082,0.0084
11076,291,1128,I,M,B-11,0.0069,0.007
11077,291,1128,I,F,B-12,0.0076,0.0077
11078,291,1128,I,M,Y-1,0.0073,0.0073
11079,291,1128,I,M,Y-2,0.0082,0.0083
11080,291,1128,I,M,Y-3,0.0079,0.008
11081,291,1128,G,F,Y-4,0.0089,0.009
11082,291,1128,G,F,Y-5,0.0089,0.0091
11083,291,1128,G,F,Y-6,0.0102,0.0104
11084,291,1128,D,F,Y-7,0.0093,0.0093
11085,291,1128,D,M,Y-8,0.008,0.0081
11086,291,1128,D,F,Y-9,0.0088,0.0089
11087,291,1128,D,M,Y-10,0.0087,0.0087
11088,291,1128,D,F,Y-11,0.0077,0.0078
11089,291,1128,D,F,Y-12,0.0072,0.0073
11090,291,1128,D,M,P-1,0.0074,0.0078
11091,291,1129,,,P-2,0.0071,0.0075
11092,291,1130,,,P-3,0.0077,0.0082
11093,291,1130,,,P-4,0.0068,0.0073
11094,292,1131,,,P-5,0.0076,0.0079
11095,292,1132,D,M,P-6,0.0081,0.0085
11096,292,1132,D,M,P-7,0.0088,0.0089
11097,292,1132,D,M,P-8,0.0079,0.0081
11098,292,1132,D,M,P-9,0.0069,0.0069
11099,292,1132,D,M,P-10,0.0081,0.0081
11100,292,1132,D,M,P-11,0.0087,0.0088
11101,292,1132,D,M,P-12,0.0088,0.0089
11102,292,1132,D,F,T-1,0.009,0.0091
11103,292,1132,D,F,T-2,0.0091,0.0093
11104,292,1132,D,M,T-3,0.0087,0.0088
11105,292,1132,D,M,T-4,0.0079,0.0079
11106,292,1132,D,F,T-5,0.009,0.0091
11107,292,1132,D,F,T-6,0.0082,0.0082
11108,292,1132,D,M,T-7,0.0087,0.0089
11109,292,1132,D,F,T-8,0.0089,0.0091
11110,292,1132,J,M,T-9,0.008,0.0084
11111,292,1132,J,F,T-10,0.0099,0.0106
11112,292,1132,J,F,T-11,0.0105,0.0108
11113,292,1132,J,M,T-12,0.0081,0.0087
11114,292,1132,J,M,DD-1,0.0098,0.01
11115,292,1132,H,M,DD-2,0.0087,0.0089
11116,292,1132,H,F,DD-3,0.0082,0.0084
11117,292,1132,H,F,DD-4,0.0087,0.009
11118,292,1132,H,F,DD-5,0.0095,0.0097
11119,292,1132,H,F,DD-6,0.0082,0.0086
11120,292,1132,H,M,DD-7,0.0105,0.0106
11121,292,1132,H,F,DD-8,0.0067,0.0069
11122,292,1132,H,M,DD-9,0.0078,0.0079
11123,292,1132,H,F,DD-10,0.0089,0.009
11124,292,1132,H,M,DD-11,0.0076,0.0077
11125,292,1132,H,M,DD-12,0.0083,0.0085
11126,292,1132,I,M,NN-1,0.0081,0.0084
11127,292,1132,I,M,NN-2,0.0083,0.0084
11128,292,1132,I,F,NN-3,0.0091,0.0091
11129,292,1132,I,M,NN-4,0.0089,0.009
11130,292,1132,I,F,NN-5,0.0076,0.0076
11131,292,1132,I,M,NN-6,0.0093,0.0094
11132,292,1132,I,M,NN-7,0.0101,0.0101
11133,292,1132,I,M,NN-8,0.0089,0.009
11134,292,1132,I,F,NN-9,0.0086,0.0086
11135,292,1132,I,F,NN-10,0.0092,0.0092
11136,292,1132,I,M,NN-11,0.0083,0.0084
11137,292,1132,I,M,NN-12,0.009,0.0091
11138,292,1132,I,M,H-1,0.0068,0.0072
11139,292,1132,I,F,H-2,0.0075,0.0075
11140,292,1132,I,M,H-3,0.0083,0.0083
11141,292,1132,I,M,H-4,0.0068,0.0068
11142,292,1132,I,M,H-5,0.0108,0.0108
11143,292,1132,I,M,H-6,0.0086,0.0086
11144,292,1132,I,M,H-7,0.0078,0.0077
11145,292,1132,I,F,H-8,0.0075,0.0075
11146,292,1132,I,M,H-9,0.0088,0.0089
11147,292,1132,I,M,H-10,0.008,0.0081
11148,292,1132,I,M,H-11,0.0081,0.0082
11149,292,1132,I,M,H-12,0.0059,0.006
11150,292,1132,I,M,QQ-1,0.0089,0.0089
11151,292,1132,I,M,QQ-2,0.0074,0.0076
11152,292,1132,I,M,QQ-3,0.0077,0.008
11153,292,1132,I,M,QQ-4,0.0083,0.0086
11154,292,1132,I,M,QQ-5,0.0076,0.008
11155,292,1132,I,M,QQ-6,0.0066,0.0069
11156,292,1133,,,QQ-7,0.0108,0.011
11157,292,1134,,,QQ-8,0.0087,0.0097
11158,292,1134,,,QQ-9,0.0061,0.0067
11159,293,1135,D,F,QQ-10,0.0064,0.0065
11160,293,1135,D,F,QQ-11,0.0063,0.0063
11161,293,1135,D,M,QQ-12,0.0076,0.0076
11162,293,1135,G,F,M-1,0.0088,0.0089
11163,293,1135,G,M,M-2,0.008,0.0082
11164,293,1135,H,M,M-3,0.0085,0.0085
11165,293,1135,H,M,M-4,0.0066,0.0066
11166,293,1135,H,F,M-5,0.0077,0.0078
11167,293,1135,H,M,M-6,0.0074,0.0074
11168,293,1135,H,M,M-7,0.0098,0.0098
11169,293,1135,I,M,M-8,0.008,0.0081
11170,293,1135,I,M,M-9,0.0086,0.0086
11171,293,1135,I,M,M-10,0.0127,0.0127
11172,293,1135,I,F,M-11,0.0088,0.0088
11173,293,1135,I,M,M-12,0.008,0.0086
11174,293,1135,I,M,I-1,0.0084,0.0085
11175,293,1135,I,M,I-2,0.0092,0.0092
11176,293,1135,I,M,I-3,0.008,0.008
11177,293,1135,I,M,I-4,0.0073,0.0074
11178,293,1135,I,M,I-5,0.0074,0.0076
11179,293,1135,I,M,I-6,0.0081,0.0082
11180,293,1135,I,M,I-7,0.0079,0.008
11181,293,1135,I,M,I-8,0.0068,0.0068
11182,293,1135,I,M,I-9,0.0085,0.0085
11183,293,1135,I,F,I-10,0.0065,0.0065
11184,293,1135,I,M,I-11,0.0096,0.0096
11185,293,1135,G,M,I-12,0.006,0.0061
11186,293,1135,G,F,U-1,0.0084,0.0086
11187,293,1135,G,F,U-2,0.0076,0.0078
11188,293,1135,G,F,U-3,0.0066,0.0066
11189,293,1135,G,M,U-4,0.0084,0.0085
11190,293,1136,,,U-5,0.009,0.0092
11191,293,1136,,,U-6,0.0094,0.0095
11192,293,1137,,,U-7,0.0083,0.0084
11193,293,1137,,,U-8,0.0078,0.0079
11194,293,1138,,,U-9,0.0086,0.0119
11195,293,1139,,,U-10,0.0075,0.0075
11196,293,1139,,,U-11,0.0082,0.0083
11197,293,1139,,,U-12,0.0078,0.008
11198,293,1140,,,X-1,0.0074,0.0075
11199,294,1141,D,F,X-2,0.0079,0.0079
11200,294,1141,D,F,X-3,0.0082,0.0083
11201,294,1141,D,F,X-4,0.0077,0.0078
11202,294,1141,D,M,X-5,0.0082,0.0082
11203,294,1141,D,F,X-6,0.008,0.008
11204,294,1141,D,F,X-7,0.0082,0.0083
11205,294,1141,D,F,X-8,0.0068,0.007
11206,294,1141,D,F,X-9,0.0087,0.0087
11207,294,1141,D,M,X-10,0.0077,0.0078
11208,294,1141,D,F,X-11,0.0084,0.0084
11209,294,1141,H,F,X-12,0.0091,0.0092
11210,294,1141,H,F,OO-1,0.008,0.0081
11211,294,1141,H,M,OO-2,0.007,0.007
11212,294,1141,H,M,OO-3,0.0085,0.0085
11213,294,1141,H,F,OO-4,0.0085,0.0088
11214,294,1141,H,F,OO-5,0.0089,0.0092
11215,294,1141,H,M,OO-6,0.0091,0.0091
11216,294,1141,H,F,OO-7,0.008,0.008
11217,294,1141,H,F,OO-8,0.0077,0.0078
11218,294,1141,H,F,OO-9,0.0081,0.0083
11219,294,1141,H,M,OO-10,0.0071,0.0073
11220,294,1141,H,F,OO-11,0.007,0.0072
11221,294,1141,H,F,OO-12,0.0076,0.0078
11222,294,1141,H,M,J-1,0.0085,0.0086
11223,294,1141,H,F,J-2,0.0083,0.0084
11224,294,1141,H,F,J-3,0.008,0.0081
11225,294,1141,H,M,J-4,0.0087,0.0087
11226,294,1141,H,M,J-5,0.0078,0.0078
11227,294,1141,G,F,J-6,0.0102,0.0103
11228,294,1142,,,J-7,0.0087,0.0108
11229,294,1143,,,J-8,0.0078,0.0078
11230,294,1143,,,J-9,0.0073,0.0073
11231,294,1143,,,J-10,0.0092,0.0092
11232,294,1143,,,J-11,0.0095,0.0095
11233,294,1143,,,J-12,0.008,0.008
11234,294,1143,,,GG-1,0.0102,0.0102
11235,294,1143,,,GG-2,0.008,0.0081
11236,294,1143,,,GG-3,0.009,0.0092
11237,294,1143,,,GG-4,0.0087,0.0087
11238,294,1143,,,GG-5,0.0075,0.0075
11239,294,1143,,,GG-6,0.0072,0.0072
11240,294,1143,,,GG-7,0.0085,0.0085
11241,294,1143,,,GG-8,0.008,0.008
11242,294,1143,,,GG-9,0.009,0.009
11243,294,1143,,,GG-10,0.0077,0.0077
11244,294,1143,,,GG-11,0.0101,0.0102
11245,294,1144,,,GG-12,0.0086,0.0094
11246,294,1145,,,LL-1,0.0072,0.0088
11247,294,1146,,,LL-2,0.0061,0.0064
11248,295,1147,,,LL-3,0.0057,0.0059
11249,295,1148,,,LL-4,0.0046,0.0048
11250,295,1148,,,LL-5,0.0061,0.0063
11251,295,1148,,,LL-6,0.0076,0.0078
11252,295,1148,,,LL-7,0.0075,0.0077
11253,295,1148,,,LL-8,0.0069,0.0071
11254,295,1148,,,LL-9,0.0078,0.0079
11255,295,1148,,,LL-10,0.0076,0.0078
11256,295,1148,,,LL-11,0.0071,0.0072
11257,295,1148,,,LL-12,0.0083,0.0084
11258,295,1148,,,MM-1,0.009,0.0092
11259,295,1148,,,MM-2,0.0081,0.0082
11260,295,1148,,,MM-3,0.0064,0.0066
11261,295,1148,,,MM-4,0.0075,0.0076
11262,295,1148,,,MM-5,0.007,0.0072
11263,295,1148,,,MM-6,0.0076,0.0077
11264,295,1148,,,MM-7,0.0088,0.0089
11265,295,1148,,,MM-8,0.0073,0.0075
11266,295,1148,,,MM-9,0.0082,0.0083
11267,295,1148,,,MM-10,0.0086,0.0088
11268,295,1148,,,MM-11,0.0081,0.0083
11269,295,1148,,,MM-12,0.0084,0.0086
11270,295,1148,,,KK-1,0.0083,0.0083
11271,295,1148,,,KK-2,0.0083,0.0083
11272,295,1148,,,KK-3,0.0099,0.0099
11273,295,1148,,,KK-4,0.0088,0.0088
11274,295,1148,,,KK-5,0.0076,0.0076
11275,295,1148,,,KK-6,0.0072,0.0072
11276,295,1148,,,KK-7,0.0078,0.0078
11277,295,1148,,,KK-8,0.0069,0.007
11278,295,1148,,,KK-9,0.0098,0.0098
11279,295,1149,,,KK-10,0.0088,0.0132
