SPEC_ID,BS_ID,TC_ID,TC_ID2,SEX,WELL_NO,FOIL_TEAR DRY WT,SAMPLE DRY WT
2942,97,419,F,,JJ-1,0.0204,0.0209
2943,97,419,F,,JJ-2,0.0099,0.0104
2944,97,419,F,,JJ-3,0.0156,0.0164
2945,97,420,,,JJ-4,0.0165,0.0168
2946,97,420,,,JJ-5,0.0136,0.0137
2947,97,420,,,JJ-6,0.0082,0.0085
2948,97,421,,,JJ-7,0.0116,0.0119
2949,98,422,,,JJ-8,0.0104,0.0105
2950,98,423,,,JJ-9,0.0112,0.0159
2951,98,424,B,,JJ-10,0.0135,0.0133
2952,98,424,B,,JJ-11,0.0123,0.0121
2953,98,424,C,,JJ-12,0.0173,0.0173
2954,98,424,C,,MM-1,0.0153,0.0155
2955,98,424,C,,MM-2,0.0129,0.0128
2956,98,424,C,,MM-3,0.0112,0.0112
2957,98,424,C,,MM-4,0.0125,0.0125
2958,98,424,C,,MM-5,0.013,0.013
2959,98,424,C,,MM-6,0.0135,0.0133
2960,98,424,C,,MM-7,0.0107,0.0107
2961,98,424,C,,MM-8,0.0126,0.0127
2962,98,424,C,,MM-9,0.0129,0.0128
2963,98,424,C,,MM-10,0.0129,0.0127
2964,98,424,C,,MM-11,0.0132,0.0135
2965,98,424,C,,MM-12,0.0124,0.0121
2966,98,424,C,,OO-1,0.0124,0.0124
2967,98,424,D,,OO-2,0.0144,0.0144
2968,98,424,D,,OO-3,0.0125,0.0126
2969,98,425,,,OO-4,0.0145,0.0145
2970,98,425,,,OO-5,0.0135,0.0135
2971,98,426,,,OO-6,0.011,0.0117
2972,98,427,,,OO-7,0.0139,0.0139
2973,99,428,,,OO-8,0.0129,0.0136
2974,99,428,,,OO-9,0.0087,0.0087
2975,99,429,,,OO-10,0.0131,0.0132
2976,99,430,B,,OO-11,0.0128,0.0128
2977,99,430,B,,OO-12,0.0125,0.0125
2978,99,430,B,,M-1,0.018,0.0181
2979,99,430,B,,M-2,0.018,0.0184
2980,99,430,B,,M-3,0.0178,0.0182
2981,99,430,C,,M-4,0.0152,0.0156
2982,99,430,C,,M-5,0.0178,0.0182
2983,99,430,C,,M-6,0.0147,0.0149
2984,99,430,C,,M-7,0.0111,0.0115
2985,99,430,D,,M-8,0.0192,0.0198
2986,99,430,D,,M-9,0.0127,0.0132
2987,99,430,D,,M-10,0.0124,0.0131
2988,100,431,F,,M-11,0.0137,0.015
2989,100,431,F,,M-12,0.014,0.015
2990,100,431,F,,N-1,0.0145,0.0157
2991,100,431,F,,N-2,0.015,0.017
2992,100,431,F,,N-3,0.013,0.0146
2993,100,431,F,,N-4,0.0109,0.0129
2994,100,431,F,,N-5,0.0158,0.0178
2995,100,431,F,,N-6,0.0137,0.0153
2996,100,431,F,,N-7,0.0138,0.0152
2997,100,431,F,,N-8,0.0148,0.0173
2998,100,431,F,,N-9,0.0138,0.0149
2999,100,431,F,,N-10,0.012,0.0141
3000,100,431,F,,N-11,0.0124,0.0138
3001,100,431,F,,N-12,0.0134,0.0149
3002,100,431,F,,U-1,0.0158,0.0177
3003,100,431,F,,U-2,0.0148,0.0162
3004,100,431,F,,U-3,0.0131,0.0147
3005,100,431,F,,U-4,0.0153,0.0179
3006,100,431,F,,U-5,0.0099,0.0115
3007,100,431,F,,U-6,0.0181,0.0194
3008,100,431,D,,U-7,0.0149,0.0157
3009,100,431,I,,U-8,0.0186,0.0192
3010,100,431,I,,U-9,0.0153,0.0161
3011,100,431,I,,U-10,0.0111,0.012
3012,100,431,I,,U-11,0.0146,0.0153
3013,100,431,I,,U-12,0.015,0.0157
3014,100,431,I,,Z-1,0.0161,0.0164
3015,100,431,I,,Z-2,0.0176,0.0177
3016,100,431,I,,Z-3,0.0142,0.0146
3017,100,431,I,,Z-4,0.0127,0.013
3018,101,432,,,Z-5,0.0117,0.0117
3019,101,432,,,Z-6,0.0126,0.0128
3020,101,433,,,Z-7,0.0141,0.0143
3021,101,433,,,Z-8,0.0169,0.0173
3022,101,434,C,,Z-9,0.0128,0.0131
3023,101,434,F,,Z-10,0.0148,0.0157
3024,101,434,F,,Z-11,0.0136,0.0153
3025,101,434,F,,Z-12,0.0139,0.015
3026,101,434,F,,S-1,0.0154,0.0164
3027,101,434,F,,S-2,0.0122,0.0131
3028,101,434,F,,S-3,0.0123,0.0132
3029,101,434,F,,S-4,0.0114,0.0123
3030,101,434,F,,S-5,0.0158,0.0165
3031,101,434,F,,S-6,0.0143,0.0154
3032,101,434,G,,S-7,0.0132,0.0135
3033,101,434,G,,S-8,0.0132,0.0135
3034,101,434,I,,S-9,0.0167,0.0172
3035,101,435,,,S-10,0.015,0.0153
3036,101,436,,,S-11,0.0121,0.0148
3037,102,437,,,S-12,0.0212,0.0214
3038,102,438,,,X-1,0.011,0.0111
3039,102,439,,,X-2,0.0125,0.013
3040,102,439,,,X-3,0.0117,0.0122
3041,102,439,,,X-4,0.0126,0.0128
3042,102,439,,,X-5,0.0139,0.0144
3043,102,439,,,X-6,0.013,0.0138
3044,102,440,,,X-7,0.0128,0.013
3045,102,440,,,X-8,0.013,0.0131
3046,102,441,,,X-9,0.0144,0.0147
3047,102,441,,,X-10,0.0135,0.0136
3048,102,441,,,X-11,0.0151,0.0156
3049,102,442,,,X-12,0.0135,0.0139
3050,102,442,,,AA-1,0.0127,0.0129
3051,102,443,C,,AA-2,0.0115,0.0119
3052,102,443,C,,AA-3,0.0144,0.0147
3053,102,443,C,,AA-4,0.0146,0.0147
3054,102,443,C,,AA-5,0.0124,0.0129
3055,102,443,C,,AA-6,0.0125,0.0129
3056,102,443,C,,AA-7,0.0124,0.0128
3057,102,443,C,,AA-8,0.0127,0.013
3058,102,443,C,,AA-9,0.0161,0.0166
3059,102,443,C,,AA-10,0.0136,0.014
3060,102,443,C,,AA-11,0.0102,0.0104
3061,102,443,D,,AA-12,0.0125,0.0127
3062,102,443,D,,CC-1,0.0139,0.0139
3063,102,443,D,,CC-2,0.0125,0.0126
3064,102,443,D,,CC-3,0.0148,0.0151
3065,102,443,D,,CC-4,0.0137,0.014
3066,102,443,D,,CC-5,0.0157,0.0158
3067,102,443,D,,CC-6,0.0109,0.011
3068,102,443,D,,CC-7,0.0125,0.0127
3069,102,443,D,,CC-8,0.0149,0.0152
3070,102,443,D,,CC-9,0.0227,0.0228
3071,102,443,D,,CC-10,0.0163,0.0168
3072,102,443,D,,CC-11,0.0137,0.0138
3073,102,443,D,,CC-12,0.023,0.0231
3074,102,443,D,,GG-1,0.0154,0.0155
3075,102,443,F,,GG-2,0.0115,0.0125
3076,102,443,F,,GG-3,0.0118,0.0128
3077,102,443,F,,GG-4,0.014,0.0152
3078,102,443,F,,GG-5,0.015,0.0153
3079,102,443,F,,GG-6,0.0123,0.0144
3080,102,443,F,,GG-7,0.0085,0.0105
3081,102,443,F,,GG-8,0.0112,0.0129
3082,102,443,F,,GG-9,0.0101,0.0119
3083,102,443,F,,GG-10,0.0143,0.0157
3084,102,443,F,,GG-11,0.011,0.0129
3085,102,443,G,,GG-12,0.0128,0.0135
3086,102,443,G,,L-1,0.0168,0.0166
3087,102,443,G,,L-2,0.0122,0.0122
3088,102,443,G,,L-3,0.0121,0.0121
3089,102,443,G,,L-4,0.0179,0.0181
3090,102,443,G,,L-5,0.0119,0.012
3091,102,443,G,,L-6,0.0124,0.0128
3092,102,443,G,,L-7,0.0133,0.0133
3093,102,443,I,,L-8,0.0119,0.0119
3094,102,443,I,,L-9,0.0106,0.0108
3095,102,443,I,,L-10,0.0146,0.0147
3096,102,443,I,,L-11,0.0127,0.0126
3097,102,443,I,,L-12,0.0112,0.0114
3098,102,443,I,,T-1,0.0087,0.0091
3099,103,444,,,T-2,0.013,0.0141
3100,103,444,,,T-3,0.0116,0.0126
3101,103,444,,,T-4,0.0092,0.0108
3102,103,445,,,T-5,0.0112,0.0111
3103,103,445,,,T-6,0.0142,0.0142
3104,103,445,,,T-7,0.0128,0.0129
3105,103,445,,,T-8,0.0176,0.0177
3106,103,445,,,T-9,0.0109,0.0125
3107,103,445,,,T-10,0.0123,0.0121
3108,103,445,,,T-11,0.0119,0.0124
3109,103,446,,,T-12,0.0119,0.0122
3110,103,446,,,EE-1,0.0123,0.0124
3111,103,446,,,EE-2,0.0128,0.013
3112,103,446,,,EE-3,0.0105,0.0106
3113,103,447,B,,EE-4,0.0118,0.0121
3114,103,447,C,,EE-5,0.0148,0.0151
3115,103,447,C,,EE-6,0.0123,0.0125
3116,103,447,C,,EE-7,0.0113,0.0115
3117,103,447,D,,EE-8,0.0094,0.0095
3118,103,447,D,,EE-9,0.01,0.0102
3119,103,447,D,,EE-10,0.0122,0.0121
3120,103,447,D,,EE-11,0.0148,0.0149
3121,103,447,D,,EE-12,0.012,0.0124
3122,103,447,F,,SS-1,0.0137,0.0149
3123,103,447,F,,SS-2,0.0147,0.0156
3124,103,447,F,,SS-3,0.0118,0.013
3125,103,447,F,,SS-4,0.0135,0.0153
3126,103,447,F,,SS-5,0.0137,0.0152
3127,103,447,F,,SS-6,0.012,0.0132
3128,103,447,F,,SS-7,0.0125,0.0132
3129,103,447,F,,SS-8,0.0118,0.013
3130,103,447,F,,SS-9,0.015,0.0166
3131,103,447,F,,SS-10,0.0151,0.0161
3132,103,447,F,,SS-11,0.0125,0.0139
3133,103,447,F,,SS-12,0.0129,0.0146
3134,103,447,G,,P-1,0.012,0.0126
3135,103,447,G,,P-2,0.0127,0.0132
3136,103,447,G,,P-3,0.0157,0.0161
3137,103,447,G,,P-4,0.0134,0.0137
3138,103,447,G,,P-5,0.0129,0.0132
3139,103,447,I,,P-6,0.0132,0.0142
3140,103,447,I,,P-7,0.0106,0.011
3141,103,447,I,,P-8,0.0144,0.0151
3142,103,448,,,P-9,0.0165,0.0179
3143,104,449,,,P-10,0.0141,0.0181
3144,104,450,,,P-11,0.0142,0.0146
3145,104,451,,,P-12,0.0121,0.0123
3146,104,452,C,,Q-1,0.013,0.0134
3147,104,452,C,,Q-2,0.0128,0.0131
3148,104,452,C,,Q-3,0.0126,0.0129
3149,104,452,C,,Q-4,0.0125,0.0133
3150,104,452,C,,Q-5,0.017,0.0172
3151,104,452,D,,Q-6,0.0109,0.0121
3152,104,452,D,,Q-7,0.0136,0.0141
3153,104,452,F,,Q-8,0.0128,0.0141
3154,104,452,F,,Q-9,0.0153,0.017
3155,104,452,F,,Q-10,0.0131,0.0147
3156,104,452,F,,Q-11,0.0155,0.0162
3157,104,452,F,,Q-12,0.0157,0.0167
3158,104,452,G,,W-1,0.0122,0.0125
3159,104,452,G,,W-2,0.0108,0.0114
3160,104,452,G,,W-3,0.0122,0.0125
3161,104,452,G,,W-4,0.0121,0.0125
3162,104,453,,,W-5,0.0121,0.0124
3163,104,453,,,W-6,0.0129,0.013
3164,104,453,,,W-7,0.0133,0.0135
3165,104,453,,,W-8,0.0111,0.0114
3166,104,453,,,W-9,0.0119,0.0122
3167,104,453,,,W-10,0.0142,0.0146
3168,104,453,,,W-11,0.0126,0.0129
3169,104,453,,,W-12,0.0114,0.0116
3170,104,453,,,QQ-1,0.0123,0.0125
3171,104,453,,,QQ-2,0.0148,0.0152
3172,104,453,,,QQ-3,0.0106,0.0111
3173,104,453,,,QQ-4,0.0121,0.0124
3174,104,454,,,QQ-5,0.0107,0.0122
3175,104,455,,,QQ-6,0.0128,0.0135
3176,105,456,F,,QQ-7,0.015,0.0171
3177,105,457,,,QQ-8,0.0123,0.0126
3178,106,458,,,QQ-9,0.0139,0.0179
3179,106,459,,,QQ-10,0.0126,0.0129
3180,106,460,C,,QQ-11,0.0136,0.014
3181,106,460,C,,QQ-12,0.0097,0.0102
3182,106,460,C,,DD-1,0.0122,0.0129
3183,106,460,C,,DD-2,0.0115,0.0114
3184,106,460,C,,DD-3,0.0129,0.0129
3185,106,460,D,,DD-4,0.0116,0.0116
3186,106,460,D,,DD-5,0.0144,0.0144
3187,106,460,D,,DD-6,0.0131,0.0134
3188,106,460,F,,DD-7,0.0121,0.0142
3189,106,460,F,,DD-8,0.0118,0.0128
3190,106,460,F,,DD-9,0.0114,0.012
3191,106,460,F,,DD-10,0.0121,0.0131
3192,106,460,F,,DD-11,0.0111,0.0121
3193,106,460,F,,DD-12,0.0123,0.0133
3194,106,460,F,,FF-1,0.0118,0.013
3195,106,460,F,,FF-2,0.0106,0.012
3196,106,460,F,,FF-3,0.0133,0.0138
3197,106,460,F,,FF-4,0.0107,0.0117
3198,106,460,G,,FF-5,0.0152,0.015
3199,106,460,G,,FF-6,0.0115,0.0116
3200,106,460,G,,FF-7,0.0145,0.0142
3201,106,460,G,,FF-8,0.0122,0.0125
3202,106,461,,,FF-9,0.0122,0.0121
3203,106,462,,,FF-10,0.0148,0.0152
3204,106,463,,,FF-11,0.0123,0.013
3205,107,464,,,FF-12,0.0121,0.0118
3206,107,464,,,II-1,0.012,0.012
3207,107,464,,,II-2,0.0103,0.01
3208,107,465,C,,II-3,0.0113,0.0112
3209,107,465,F,,II-4,0.0138,0.0138
3210,107,465,F,,II-5,0.0128,0.0146
3211,107,465,F,,II-6,0.0123,0.0132
3212,107,465,F,,II-7,0.0154,0.0159
3213,107,465,F,,II-8,0.0133,0.0141
3214,107,465,F,,II-9,0.0115,0.0123
3215,107,465,F,,II-10,0.0121,0.0128
3216,107,465,F,,II-11,0.0116,0.0121
3217,107,465,F,,II-12,0.0128,0.0135
3218,107,465,F,,G-1,0.0113,0.0122
3219,107,465,F,,G-2,0.0129,0.0141
3220,107,465,F,,G-3,0.0115,0.0128
3221,107,465,F,,G-4,0.014,0.0157
3222,107,465,G,,G-5,0.0113,0.0115
3223,107,465,G,,G-6,0.0118,0.0118
3224,107,465,G,,G-7,0.012,0.0122
3225,107,465,G,,G-8,0.0136,0.014
3226,107,466,,,G-9,0.0138,0.0175
3227,108,467,C,,G-10,0.0122,0.0125
3228,108,467,C,,G-11,0.0109,0.0111
3229,108,467,C,,G-12,0.012,0.0122
3230,108,467,C,,O-1,0.0145,0.0146
3231,108,467,C,,O-2,0.012,0.0121
3232,108,467,C,,O-3,0.0116,0.0118
3233,108,467,D,,O-4,0.0097,0.0096
3234,108,467,D,,O-5,0.014,0.0143
3235,108,467,D,,O-6,0.0121,0.0122
3236,108,467,D,,O-7,0.0146,0.0149
3237,108,467,D,,O-8,0.0099,0.0099
3238,108,467,D,,O-9,0.0152,0.0153
3239,108,467,D,,O-10,0.0129,0.0129
3240,108,467,D,,O-11,0.0119,0.0121
3241,108,467,D,,O-12,0.014,0.0142
3242,108,467,D,,HH-1,0.015,0.0153
3243,108,467,D,,HH-2,0.0144,0.0145
3244,108,467,D,,HH-3,0.0109,0.0111
3245,108,467,F,,HH-4,0.0182,0.0189
3246,108,467,F,,HH-5,0.0147,0.016
3247,108,467,F,,HH-6,0.0118,0.0129
3248,108,467,F,,HH-7,0.0098,0.0106
3249,108,467,F,,HH-8,0.0134,0.0163
3250,108,467,F,,HH-9,0.0122,0.0135
3251,108,467,F,,HH-10,0.0147,0.0171
3252,108,467,G,,HH-11,0.014,0.0141
3253,108,467,G,,HH-12,0.0133,0.0134
3254,108,467,G,,NN-1,0.0145,0.0146
3255,108,468,,,NN-2,0.0133,0.0136
3256,108,468,,,NN-3,0.0135,0.0138
3257,108,469,,,NN-4,0.0153,0.0153
3258,108,469,,,NN-5,0.0131,0.0131
3259,108,469,,,NN-6,0.0121,0.0121
3260,108,469,,,NN-7,0.0109,0.0108
3261,108,470,,,NN-8,0.0113,0.0111
3262,109,471,,,NN-9,0.012,0.0132
3263,109,471,,,NN-10,0.0111,0.0113
3264,109,472,,,NN-11,0.0138,0.0139
3265,109,472,,,NN-12,0.0136,0.0139
3266,109,473,,,A-1,0.0183,0.0182
3267,109,473,,,A-2,0.01,0.0095
3268,109,473,,,A-3,0.0125,0.0121
3269,109,473,,,A-4,0.0149,0.0149
3270,109,474,C,,A-5,0.0112,0.0112
3271,109,474,C,,A-6,0.0138,0.0138
3272,109,474,C,,A-7,0.0113,0.0112
3273,109,474,C,,A-8,0.0143,0.0143
3274,109,474,C,,A-9,0.0127,0.0126
3275,109,474,C,,A-10,0.0121,0.0122
3276,109,474,C,,A-11,0.01,0.01
3277,109,474,C,,A-12,0.0162,0.0163
3278,109,474,C,,C-1,0.0137,0.0137
3279,109,474,C,,C-2,0.0126,0.0126
3280,109,474,C,,C-3,0.011,0.0109
3281,109,474,C,,C-4,0.0151,0.0151
3282,109,474,C,,C-5,0.0132,0.0132
3283,109,474,C,,C-6,0.0113,0.0114
3284,109,474,C,,C-7,0.015,0.0147
3285,109,474,C,,C-8,0.0118,0.0119
3286,109,474,C,,C-9,0.0168,0.0167
3287,109,474,C,,C-10,0.015,0.015
3288,109,474,C,,C-11,0.0101,0.0104
3289,109,474,C,,C-12,0.0141,0.0139
3290,109,474,C,,R-1,0.0155,0.0155
3291,109,474,C,,R-2,0.012,0.012
3292,109,474,D,,R-3,0.011,0.0112
3293,109,474,D,,R-4,0.0133,0.0135
3294,109,474,D,,R-5,0.0159,0.0162
3295,109,474,D,,R-6,0.0111,0.0113
3296,109,474,D,,R-7,0.0117,0.0119
3297,109,474,D,,R-8,0.0139,0.014
3298,109,474,D,,R-9,0.0106,0.0109
3299,109,474,D,,R-10,0.0097,0.01
3300,109,474,D,,R-11,0.0128,0.0128
3301,109,474,D,,R-12,0.0117,0.012
3302,109,474,D,,RR-1,0.013,0.0132
3303,109,474,D,,RR-2,0.0104,0.0107
3304,109,474,D,,RR-3,0.0123,0.0128
3305,109,474,D,,RR-4,0.0128,0.013
3306,109,474,D,,RR-5,0.0101,0.0103
3307,109,474,D,,RR-6,0.0141,0.0146
3308,109,474,D,,RR-7,0.0124,0.0127
3309,109,474,D,,RR-8,0.0127,0.0129
3310,109,474,D,,RR-9,0.0128,0.0131
3311,109,474,D,,RR-10,0.0144,0.0148
3312,109,474,D,,RR-11,0.012,0.0122
3313,109,474,D,,RR-12,0.0146,0.0148
3314,109,474,D,,F-1,0.012,0.012
3315,109,474,D,,F-2,0.0109,0.0111
3316,109,474,D,,F-3,0.0096,0.0104
3317,109,474,D,,F-4,0.0156,0.0156
3318,109,474,D,,F-5,0.0116,0.0118
3319,109,474,D,,F-6,0.0128,0.0126
3320,109,474,D,,F-7,0.0142,0.0143
3321,109,474,F,,F-8,0.0129,0.0129
3322,109,474,F,,F-9,0.0128,0.0139
3323,109,474,F,,F-10,0.0124,0.0127
3324,109,474,F,,F-11,0.012,0.0124
3325,109,474,F,,F-12,0.0122,0.0128
3326,109,474,F,,I-1,0.0143,0.015
3327,109,474,F,,I-2,0.0175,0.0185
3328,109,474,F,,I-3,0.0124,0.0132
3329,109,474,G,,I-4,0.0124,0.0126
3330,109,474,G,,I-5,0.0123,0.0126
3331,109,474,G,,I-6,0.012,0.0121
3332,109,474,G,,I-7,0.0137,0.0139
3333,109,474,G,,I-8,0.0127,0.0128
3334,109,474,G,,I-9,0.0153,0.0157
3335,109,474,G,,I-10,0.0124,0.0133
3336,109,474,G,,I-11,0.0162,0.0167
3337,109,474,G,,I-12,0.0124,0.0126
3338,109,474,G,,J-1,0.0151,0.0152
3339,109,474,G,,J-2,0.0114,0.0119
3340,109,474,G,,J-3,0.013,0.0133
3341,109,474,G,,J-4,0.0093,0.0097
3342,109,474,G,,J-5,0.0084,0.0087
3343,109,474,G,,J-6,0.013,0.0134
3344,109,474,G,,J-7,0.0125,0.0127
3345,109,474,G,,J-8,0.0133,0.0137
3346,109,474,G,,J-9,0.012,0.0122
3347,109,474,G,,J-10,0.0127,0.0131
3348,109,474,G,,J-11,0.0103,0.0107
3349,109,474,G,,J-12,0.0147,0.0152
3350,109,474,G,,K-1,0.0147,0.0148
3351,109,474,G,,K-2,0.0096,0.0097
3352,109,475,,,K-3,0.0094,0.0097
3353,109,475,,,K-4,0.0128,0.0126
3354,109,475,,,K-5,0.0131,0.0132
3355,109,475,,,K-6,0.013,0.0131
3356,109,475,,,K-7,0.0141,0.0141
3357,109,476,,,K-8,0.0136,0.0137
3358,109,477,,,K-9,0.0104,0.0106
3359,109,478,,,K-10,0.0101,0.0102
3360,110,479,,,K-11,0.0112,0.0112
3361,110,480,,,K-12,0.0144,0.0144
3362,110,480,,,JJ-1,0.0119,0.0116
3363,110,481,B,,JJ-2,0.0124,0.0128
3364,110,481,B,,JJ-3,0.0112,0.0112
3365,110,481,B,,JJ-4,0.0167,0.0165
3366,110,481,B,,JJ-5,0.0141,0.0141
3367,110,481,B,,JJ-6,0.0133,0.0134
3368,110,481,B,,JJ-7,0.0139,0.0138
3369,110,481,D,,JJ-8,0.012,0.012
3370,110,481,D,,JJ-9,0.0109,0.0109
3371,110,481,D,,JJ-10,0.0126,0.0126
3372,110,481,D,,JJ-11,0.01,0.0099
3373,110,481,D,,JJ-12,0.0121,0.0121
3374,110,481,D,,MM-1,0.0157,0.0157
3375,110,481,F,,MM-2,0.016,0.0168
3376,110,481,F,,MM-3,0.0132,0.0142
3377,110,481,F,,MM-4,0.0115,0.0122
3378,110,481,F,,MM-5,0.0172,0.0178
3379,110,481,F,,MM-6,0.0168,0.0179
3380,110,481,F,,MM-7,0.0125,0.0135
3381,110,481,F,,MM-8,0.0121,0.013
3382,110,481,F,,MM-9,0.0115,0.0148
3383,110,481,H,,MM-10,0.0122,0.0121
3384,110,481,H,,MM-11,0.0137,0.0138
3385,110,481,H,,MM-12,0.0126,0.0124
3386,110,481,H,,D-1,0.0153,0.0148
3387,110,481,H,,D-2,0.0113,0.0115
3388,110,481,H,,D-3,0.0121,0.0121
3389,110,481,H,,D-4,0.0117,0.0119
3390,110,481,H,,D-5,0.0119,0.012
3391,110,481,H,,D-6,0.018,0.018
3392,110,481,H,,D-7,0.0129,0.0131
3393,110,481,H,,D-8,0.0111,0.0113
3394,110,481,G,,D-9,0.0104,0.0108
3395,110,481,G,,D-10,0.0184,0.0186
3396,110,481,G,,D-11,0.0125,0.0129
3397,110,481,G,,D-12,0.0099,0.0103
3398,110,481,G,,Y-1,0.0104,0.0103
3399,110,481,G,,Y-2,0.0151,0.0155
3400,110,481,G,,Y-3,0.0111,0.0113
3401,110,481,G,,Y-4,0.0131,0.0132
3402,110,481,G,,Y-5,0.0118,0.012
3403,110,481,G,,Y-6,0.0108,0.011
3404,110,481,G,,Y-7,0.0107,0.0107
3405,110,481,G,,Y-8,0.0113,0.0115
3406,110,481,G,,Y-9,0.0128,0.0133
3407,110,481,G,,Y-10,0.0116,0.0121
3408,110,481,G,,Y-11,0.0123,0.0124
3409,110,481,G,,Y-12,0.0081,0.0086
3410,110,481,G,,H-1,0.015,0.0155
3411,110,481,G,,H-2,0.0104,0.0103
3412,110,481,G,,H-3,0.0138,0.0141
3413,110,481,G,,H-4,0.0125,0.0127
3414,110,481,G,,H-5,0.0141,0.0143
3415,110,481,G,,H-6,0.0142,0.0143
3416,110,481,G,,H-7,0.0158,0.0159
3417,110,481,G,,H-8,0.0116,0.0118
3418,110,481,G,,H-9,0.0134,0.0135
3419,110,481,G,,H-10,0.0086,0.0086
3420,110,481,G,,H-11,0.0117,0.0117
3421,110,482,,,H-12,0.0147,0.0184
3422,110,482,,,M-1,0.0162,0.0212
3423,110,483,,,M-2,0.0134,0.0139
3424,110,483,,,M-3,0.0169,0.0171
3425,111,484,F,,M-4,0.0155,0.0158
3426,111,484,F,,M-5,0.014,0.015
3427,111,484,F,,M-6,0.0114,0.0122
3428,111,484,F,,M-7,0.0134,0.0162
3429,111,484,F,,M-8,0.0117,0.013
3430,111,484,G,,M-9,0.0124,0.0127
3431,111,484,G,,M-10,0.0142,0.0144
3432,111,484,G,,M-11,0.0117,0.0123
3433,111,484,G,,M-12,0.0133,0.0133
3434,111,484,G,,Z-1,0.0167,0.017
3435,111,484,G,,Z-2,0.0178,0.0181
3436,111,484,G,,Z-3,0.0102,0.0104
3437,111,484,G,,Z-4,0.0134,0.0137
3438,111,484,G,,Z-5,0.0126,0.0132
3439,111,484,G,,Z-6,0.0123,0.0125
3440,111,484,G,,Z-7,0.0108,0.0109
3441,111,484,G,,Z-8,0.0106,0.0108
3442,111,484,G,,Z-9,0.0139,0.0143
3443,111,484,G,,Z-10,0.0098,0.0102
3444,111,484,G,,Z-11,0.0125,0.0126
3445,111,484,G,,Z-12,0.009,0.0091
3446,111,484,G,,OO-1,0.0102,0.0104
3447,111,484,G,,OO-2,0.0104,0.0108
3448,111,484,G,,OO-3,0.0148,0.015
3449,111,484,G,,OO-4,0.0126,0.0129
3450,111,484,G,,OO-5,0.0121,0.0125
3451,111,484,G,,OO-6,0.0113,0.0115
3452,111,484,G,,OO-7,0.0128,0.0131
3453,111,484,G,,OO-8,0.0119,0.0121
3454,111,484,G,,OO-9,0.013,0.0131
3455,111,484,G,,OO-10,0.0141,0.0144
3456,111,484,G,,OO-11,0.0112,0.0115
3457,111,484,G,,OO-12,0.012,0.0123
3458,111,484,G,,BB-1,0.0173,0.0175
3459,111,484,G,,BB-2,0.0141,0.0143
3460,111,484,H,,BB-3,0.0193,0.0198
3461,111,484,H,,BB-4,0.0131,0.0133
3462,111,484,H,,BB-5,0.017,0.0175
3463,111,484,H,,BB-6,0.0124,0.0127
3464,111,484,H,,BB-7,0.0139,0.0144
3465,111,484,H,,BB-8,0.0123,0.0128
3466,111,484,H,,BB-9,0.0115,0.0121
3467,111,485,,,BB-10,0.017,0.0179
3468,112,486,,,BB-11,0.0132,0.0136
3469,112,486,,,BB-12,0.0093,0.0096
3470,112,487,,,KK-1,0.01,0.0104
3471,112,488,A,,KK-2,0.0101,0.0107
3472,112,488,D,,KK-3,0.0111,0.0117
3473,112,488,D,,KK-4,0.0111,0.0115
3474,112,488,D,,KK-5,0.0122,0.0126
3475,112,488,D,,KK-6,0.0121,0.0125
3476,112,488,D,,KK-7,0.0189,0.0194
3477,112,488,D,,KK-8,0.014,0.0145
3478,112,488,D,,KK-9,0.0114,0.0119
3479,112,488,F,,KK-10,0.0128,0.0147
3480,112,488,G,,KK-11,0.0119,0.0125
3481,112,488,G,,KK-12,0.0119,0.0124
3482,112,488,G,,P-1,0.0181,0.0185
3483,112,488,G,,P-2,0.014,0.015
3484,112,488,G,,P-3,0.0116,0.0125
3485,112,488,H,,P-4,0.0103,0.0109
3486,112,488,H,,P-5,0.0091,0.0094
3487,112,488,H,,P-6,0.0128,0.0132
3488,112,488,H,,P-7,0.0123,0.0126
3489,112,488,H,,P-8,0.0177,0.0182
3490,112,488,I,,P-9,0.0127,0.013
3491,112,488,I,,P-10,0.0129,0.0134
3492,112,488,I,,P-11,0.0154,0.0155
3493,112,488,I,,P-12,0.0201,0.0206
3494,112,488,I,,DD-1,0.0168,0.0172
3495,112,488,I,,DD-2,0.012,0.0125
3496,112,488,I,,DD-3,0.0142,0.0145
3497,112,489,,,DD-4,0.0089,0.0095
3498,113,490,,,DD-5,0.0121,0.0125
3499,113,491,A,,DD-6,0.0131,0.0141
3500,113,491,A,,DD-7,0.0108,0.0115
3501,113,491,A,,DD-8,0.0114,0.0127
3502,113,491,D,,DD-9,0.0153,0.0156
3503,113,491,D,,DD-10,0.0175,0.018
3504,113,491,D,,DD-11,0.0126,0.0131
3505,113,491,D,,DD-12,0.0144,0.0149
3506,113,491,D,,II-1,0.015,0.015
3507,113,491,F,,II-2,0.0145,0.0157
3508,113,491,F,,II-3,0.0123,0.0149
3509,113,491,F,,II-4,0.0132,0.0138
3510,113,491,H,,II-5,0.0115,0.0115
3511,113,491,H,,II-6,0.0171,0.0173
3512,113,491,H,,II-7,0.0153,0.0154
3513,113,491,H,,II-8,0.0173,0.0173
3514,113,491,H,,II-9,0.0101,0.0104
3515,113,491,H,,II-10,0.0121,0.012
3516,113,491,H,,II-11,0.0109,0.0114
3517,113,491,H,,II-12,0.0179,0.0179
